Cust. attr. 8;Cust. attr. Bez;Customer;Customer Bez.;Customer Classification;Customer Classification Bez.;Jahr;Accounting period;Accounting period Bez.;Product technology [2];Product technology [2] Bez.;Absatz;Zeitraum
O01;Herbert Manschein;61100623;Josef Schönthaler BetriebsgmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O01;Herbert Manschein;61100623;Josef Schönthaler BetriebsgmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O01;Herbert Manschein;61100945;Schmoiger Christian;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O01;Herbert Manschein;61101754;GSN Installationen GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O01;Herbert Manschein;61102344;KeFa Keri & Fahrner GmbH;65;65;2016;1;January;12;WHB;4;201601
O01;Herbert Manschein;61120059;Bürger GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O01;Herbert Manschein;61120148;Baldauf Gebäudetechnik GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O01;Herbert Manschein;61180034;Konrad Hlawatsch Ges.m.b.H;1;Installateur;2016;1;January;12;WHB;1;201601
O01;Herbert Manschein;61210449;HEIKO Heinz Kopp GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O01;Herbert Manschein;61240069;Nöst GmbH & Co KG;1;Installateur;2016;1;January;73;Heat pumps;0;201601
O01;Herbert Manschein;61380034;Ziegler Gmbh.;1;Installateur;2016;1;January;11;WHB;1;201601
O03;Michael Simeoni;61100276;Erge Beranek GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O03;Michael Simeoni;61101047;Karl Heinz Eisner;1;Installateur;2016;1;January;11;WHB;1;201601
O03;Michael Simeoni;61102003;Wöss Installationen GmbH;1;Installateur;2016;1;January;11;WHB;23;201601
O03;Michael Simeoni;61103035;Cibo Installationen KG;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O03;Michael Simeoni;61110016;Appel GesmbH;75;75;2016;1;January;11;WHB;2;201601
O03;Michael Simeoni;61110016;Appel GesmbH;75;75;2016;1;January;12;WHB;0;201601
O03;Michael Simeoni;61180064;Hunger Hans GesmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O03;Michael Simeoni;61210096;Klima GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O03;Michael Simeoni;61210096;Klima GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O03;Michael Simeoni;61280034;Peter Riedel GmbH;1;Installateur;2016;1;January;11;WHB;0;201601
O03;Michael Simeoni;61302265;Klas Karl;1;Installateur;2016;1;January;11;WHB;1;201601
O03;Michael Simeoni;61302266;Kalt Warm - Installationen;1;Installateur;2016;1;January;73;Heat pumps;3;201601
O03;Michael Simeoni;61302412;Appel GesmbH;75;75;2016;1;January;12;WHB;1;201601
O03;Michael Simeoni;61302418;Reinhard Regner e.U.;1;Installateur;2016;1;January;12;WHB;-1;201601
O03;Michael Simeoni;61302444;HOMA Installationen;1;Installateur;2016;1;January;12;WHB;2;201601
O03;Michael Simeoni;61302686;ISC Installateur Center;76;76;2016;1;January;12;WHB;1;201601
O03;Michael Simeoni;61340017;Ronald Vysoky GmbH;1;Installateur;2016;1;January;11;WHB;13;201601
O03;Michael Simeoni;61340017;Ronald Vysoky GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O03;Michael Simeoni;61401648;Hakan Yükseloglu;1;Installateur;2016;1;January;12;WHB;1;201601
O03;Michael Simeoni;61401755;Heiztechnik Simon;1;Installateur;2016;1;January;11;WHB;2;201601
O03;Michael Simeoni;61402384;Ahmet Colak;1;Installateur;2016;1;January;12;WHB;1;201601
O04;Peter Astelhuber;61103517;Schupfner GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O04;Peter Astelhuber;61302018;Zaisberger GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O04;Peter Astelhuber;61305331;Schöndorfer Haustechnik GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O04;Peter Astelhuber;61305544;Heiztechnik & Badkomfort GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O04;Peter Astelhuber;61305544;Heiztechnik & Badkomfort GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O04;Peter Astelhuber;61350234;Ing. Rupert Weiser;1;Installateur;2016;1;January;12;WHB;1;201601
O04;Peter Astelhuber;61401946;Schreder Installationen;1;Installateur;2016;1;January;12;WHB;1;201601
O05;Holger Friedrich;61140007;Ing. Daniel Dinhopl GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O05;Holger Friedrich;61150162;Edler Richard GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O05;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2016;1;January;12;WHB;4;201601
O05;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O05;Holger Friedrich;61302211;Eurosan;1;Installateur;2016;1;January;12;WHB;1;201601
O05;Holger Friedrich;61302972;Schwarz Johann;1;Installateur;2016;1;January;12;WHB;1;201601
O05;Holger Friedrich;61302997;#Aqua Installations GmbH;95;95;2016;1;January;12;WHB;1;201601
O05;Holger Friedrich;61350006;J.Wagner GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O05;Holger Friedrich;61350006;J.Wagner GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O06;Christian Pramsoler;61103473;Schmidt´s Haustechnik KG;2;Wholesaler;2016;1;January;12;WHB;1;201601
O07;Florian Neuner;61100552;B.B. Installationstechnik;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O07;Florian Neuner;61120044;Breyer Installationen GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O07;Florian Neuner;61150171;Erharter Installations GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O07;Florian Neuner;61300308;Anton Schaur;1;Installateur;2016;1;January;12;WHB;3;201601
O07;Florian Neuner;61402256;Hermann Haselhofer;1;Installateur;2016;1;January;12;WHB;1;201601
O10;Austria;61100631;#Roland Alfons Huemer;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61101213;#Kremsmüller;99;Passivated customers;2016;1;January;12;WHB;2;201601
O10;Austria;61101969;#Ihr Meisterbetrieb Burgstaller e.U;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61103432;#P.M.L Bau- und Installations GmbH;99;Passivated customers;2016;1;January;12;WHB;2;201601
O10;Austria;61103775;#RND Betriebs- und Haustechnik GmbH;99;Passivated customers;2016;1;January;11;WHB;1;201601
O10;Austria;61103775;#RND Betriebs- und Haustechnik GmbH;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61103943;#HTG - Vertriebsgesellschaft m.b.H.;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61104258;#Claus Gruber;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61150048;#Karl Egger OG;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61170045;#Gründling GmbH;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61210015;#Ing. Heinrich Kerschbaum G.m.b.H.;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61302935;#Odörfer Haustechnik GmbH;94;94;2016;1;January;11;WHB;4;201601
O10;Austria;61302935;#Odörfer Haustechnik GmbH;94;94;2016;1;January;12;WHB;22;201601
O10;Austria;61303754;#Glatz GmbH;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61303754;#Glatz GmbH;99;Passivated customers;2016;1;January;73;Heat pumps;14;201601
O10;Austria;61303914;#Kausl GmbH;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61304215;#Wurm Viktor;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61305750;#ISC Installateur Center;94;94;2016;1;January;11;WHB;2;201601
O10;Austria;61306043;#Dietmar Schwacha e.U.;99;Passivated customers;2016;1;January;11;WHB;1;201601
O10;Austria;61306043;#Dietmar Schwacha e.U.;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61401149;#Weil Haustechnik;99;Passivated customers;2016;1;January;12;WHB;2;201601
O10;Austria;61401364;#Niktech Heizungstechnik;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61401613;#Hartl GmbH;99;Passivated customers;2016;1;January;12;WHB;2;201601
O10;Austria;61402232;#HSN Installationen e.U.;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61402540;#Luksch Haustechnik GmbH;99;Passivated customers;2016;1;January;12;WHB;1;201601
O10;Austria;61402548;#Frauenthal Service Wien;94;94;2016;1;January;11;WHB;1;201601
O10;Austria;61402548;#Frauenthal Service Wien;94;94;2016;1;January;12;WHB;3;201601
O10;Austria;61402548;#Frauenthal Service Wien;94;94;2016;1;January;73;Heat pumps;1;201601
O11;Martin Lendl;61101723;Riedle Installationen GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O11;Martin Lendl;61160073;Freund Heizung Sanitäre GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O11;Martin Lendl;61170003;Geiger & Platter;1;Installateur;2016;1;January;12;WHB;1;201601
O11;Martin Lendl;61236379;Luzian Bouvier;75;75;2016;1;January;12;WHB;1;201601
O11;Martin Lendl;61290176;Sailer Werner & Günther GmbH;65;65;2016;1;January;12;WHB;1;201601
O11;Martin Lendl;61300052;Schwinghammer -Nikosan GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O11;Martin Lendl;61304835;Duschek Haustechnik GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O11;Martin Lendl;61304858;Lugar Installateur GesmbH;75;75;2016;1;January;12;WHB;4;201601
O11;Martin Lendl;61310029;Markus Stolz GesmbH & Co KG;75;75;2016;1;January;12;WHB;1;201601
O11;Martin Lendl;61320032;Tusch Installations GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O12;Christian Tiefenthaler;61120152;Bechter Ges.m.b.H.;1;Installateur;2016;1;January;12;WHB;2;201601
O12;Christian Tiefenthaler;61160254;Richard Feuerstein GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O12;Christian Tiefenthaler;61236647;Kienreich GmbH;1;Installateur;2016;1;January;12;WHB;-2;201601
O12;Christian Tiefenthaler;61300257;Bernhard Schlappack;1;Installateur;2016;1;January;12;WHB;1;201601
O12;Christian Tiefenthaler;61305920;Loretz Installationen KG;1;Installateur;2016;1;January;12;WHB;2;201601
O12;Christian Tiefenthaler;61350133;Wenninger GesmbH & Co KG;1;Installateur;2016;1;January;12;WHB;-1;201601
O12;Christian Tiefenthaler;61600448;KSW Elektro-u.Industrie-;65;65;2016;1;January;12;WHB;1;201601
O13;Josef Pichler;61102560;Steiner Haustechnik Zentrale Salzb.;2;Wholesaler;2016;1;January;12;WHB;2;201601
O13;Josef Pichler;61102578;Weyland Haustechnik Zentrale;2;Wholesaler;2016;1;January;12;WHB;2;201601
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;1;January;11;WHB;8;201601
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;1;January;12;WHB;44;201601
O13;Josef Pichler;61180070;Holter Wels Zentrale;2;Wholesaler;2016;1;January;73;Heat pumps;0;201601
O13;Josef Pichler;61402510;Niederlassung-Geschäftszentr ÖAG OÖ;76;76;2016;1;January;12;WHB;6;201601
O14;Helmut Neulinger;61103955;Wohlschlager & Redl;1;Installateur;2016;1;January;12;WHB;2;201601
O14;Helmut Neulinger;61103956;Wohlschlager & Redl;75;75;2016;1;January;12;WHB;1;201601
O14;Helmut Neulinger;61120104;Barlian GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O14;Helmut Neulinger;61150072;Klausriegler Josef GmbH;1;Installateur;2016;1;January;12;WHB;10;201601
O14;Helmut Neulinger;61180004;Ing.Hager;65;65;2016;1;January;12;WHB;2;201601
O14;Helmut Neulinger;61230082;#Anton Maitz Gesellschaft.m.b.H.;95;95;2016;1;January;12;WHB;1;201601
O14;Helmut Neulinger;61260147;Ing. Hermann Poneder;1;Installateur;2016;1;January;12;WHB;2;201601
O14;Helmut Neulinger;61303397;Pfeferle GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O14;Helmut Neulinger;61303429;Höber Ges.m.b.H;1;Installateur;2016;1;January;12;WHB;1;201601
O14;Helmut Neulinger;61402570;#Design and More GmbH;95;95;2016;1;January;12;WHB;1;201601
O15;Bernhard Rabengruber;61102454;Haustechnik Thomas Aichinger GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O15;Bernhard Rabengruber;61102454;Haustechnik Thomas Aichinger GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O15;Bernhard Rabengruber;61110047;Karl Schick GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O15;Bernhard Rabengruber;61150020;eww ag;1;Installateur;2016;1;January;12;WHB;3;201601
O15;Bernhard Rabengruber;61150020;eww ag;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O15;Bernhard Rabengruber;61190059;Integral Gebäudetechnik GmbH;75;75;2016;1;January;12;WHB;1;201601
O15;Bernhard Rabengruber;61230094;Mallezek GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O15;Bernhard Rabengruber;61290005;Saniton Heizungs- u. Sanitär;1;Installateur;2016;1;January;12;WHB;1;201601
O15;Bernhard Rabengruber;61401875;Doberer Norbert GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O15;Bernhard Rabengruber;61402020;Partnerinstallationen;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O18;Kurt Ortner;61170110;Rudolf Gutmann u. Sohn GmbH;1;Installateur;2016;1;January;73;Heat pumps;3;201601
O18;Kurt Ortner;61170223;Agrarunion Südost eGen;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O18;Kurt Ortner;61260020;#Perl Ges.m.b.H.;95;95;2016;1;January;12;WHB;1;201601
O18;Kurt Ortner;61260166;Prasch GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O18;Kurt Ortner;61308015;Roth Handel &;75;75;2016;1;January;73;Heat pumps;1;201601
O18;Kurt Ortner;61308873;Trieb & Kreimer GmbH & Co Kg;1;Installateur;2016;1;January;12;WHB;1;201601
O18;Kurt Ortner;61310122;Straschek GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O18;Kurt Ortner;61340005;Vipauz GmbH & Co KG;1;Installateur;2016;1;January;12;WHB;1;201601
O18;Kurt Ortner;61401735;Alexander Schlüsselberger;1;Installateur;2016;1;January;12;WHB;1;201601
O18;Kurt Ortner;61401956;Krobath Bad Heizung Service GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O18;Kurt Ortner;61402503;Frauenthal Service AG;76;76;2016;1;January;12;WHB;3;201601
O18;Kurt Ortner;61402503;Frauenthal Service AG;76;76;2016;1;January;73;Heat pumps;1;201601
O20;Anton Stiefsohn;61101388;Lemp Energietechnik e.U.;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O20;Anton Stiefsohn;61102629;Lehner Haustechnik GmbH;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O20;Anton Stiefsohn;61103182;Gugerell und Idrizi GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O20;Anton Stiefsohn;61110049;Appel GesmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O20;Anton Stiefsohn;61110049;Appel GesmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O20;Anton Stiefsohn;61110075;Haustechnik Apfelthaler GesmbH;1;Installateur;2016;1;January;12;WHB;3;201601
O20;Anton Stiefsohn;61120360;Bayer Wilhelm Ges.m.b.h.;65;65;2016;1;January;12;WHB;1;201601
O20;Anton Stiefsohn;61220042;Leitner Haustechnik GmbH;65;65;2016;1;January;12;WHB;2;201601
O20;Anton Stiefsohn;61230029;Menhart GmbH;65;65;2016;1;January;12;WHB;1;201601
O20;Anton Stiefsohn;61236567;Rappersberger GesmbH;1;Installateur;2016;1;January;12;WHB;3;201601
O20;Anton Stiefsohn;61240021;Friedrich Neidhart Ges.m.b.H.;65;65;2016;1;January;12;WHB;1;201601
O20;Anton Stiefsohn;61240021;Friedrich Neidhart Ges.m.b.H.;65;65;2016;1;January;73;Heat pumps;1;201601
O20;Anton Stiefsohn;61280088;Raiffeisen-Lagerhaus Zwettl eGen;65;65;2016;1;January;73;Heat pumps;2;201601
O20;Anton Stiefsohn;61303917;Sanitär-Heinze GmbH & Co KG;76;76;2016;1;January;12;WHB;27;201601
O20;Anton Stiefsohn;61303953;ICT Traunfellner GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O20;Anton Stiefsohn;61303979;HTI Haiderer & Trimmel;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O20;Anton Stiefsohn;61304208;Wolfgang Ableitinger e.U.;1;Installateur;2016;1;January;12;WHB;2;201601
O20;Anton Stiefsohn;61633490;Günther GmbH;65;65;2016;1;January;73;Heat pumps;1;201601
O20;Anton Stiefsohn;61633497;Ziegelwanger GmbH;65;65;2016;1;January;12;WHB;1;201601
O20;Anton Stiefsohn;61633601;Sanda Eduard;65;65;2016;1;January;73;Heat pumps;1;201601
O21;Christian Stuefer;61100180;GSH- Alfred Koiser KEG;1;Installateur;2016;1;January;12;WHB;2;201601
O21;Christian Stuefer;61104157;CEtec Installationen;1;Installateur;2016;1;January;12;WHB;1;201601
O21;Christian Stuefer;61104418;Gerald Reiter Installationen;1;Installateur;2016;1;January;11;WHB;2;201601
O21;Christian Stuefer;61104418;Gerald Reiter Installationen;1;Installateur;2016;1;January;12;WHB;1;201601
O21;Christian Stuefer;61110035;Aschauer & Weiss GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O21;Christian Stuefer;61180055;Horstmann;1;Installateur;2016;1;January;11;WHB;2;201601
O21;Christian Stuefer;61300321;Schmidt Ges.m.b.H.;1;Installateur;2016;1;January;12;WHB;1;201601
O21;Christian Stuefer;61302452;Latt & Co GmbH;65;65;2016;1;January;12;WHB;1;201601
O21;Christian Stuefer;61302494;Polak Andreas GmbH;1;Installateur;2016;1;January;11;WHB;-1;201601
O21;Christian Stuefer;61302846;Helmut Saip GmbH;1;Installateur;2016;1;January;12;WHB;5;201601
O21;Christian Stuefer;61302871;Lugar Installateur GesmbH;75;75;2016;1;January;11;WHB;1;201601
O21;Christian Stuefer;61401095;#GC Gebäudetechnik KG;76;76;2016;1;January;12;WHB;14;201601
O21;Christian Stuefer;61401095;#GC Gebäudetechnik KG;76;76;2016;1;January;73;Heat pumps;5;201601
O21;Christian Stuefer;61402268;Wien-Süd Projektmanagement GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O21;Christian Stuefer;61402507;Frauenthal Service Perchtoldsdorf;76;76;2016;1;January;11;WHB;2;201601
O21;Christian Stuefer;61402507;Frauenthal Service Perchtoldsdorf;76;76;2016;1;January;12;WHB;3;201601
O21;Christian Stuefer;61402507;Frauenthal Service Perchtoldsdorf;76;76;2016;1;January;73;Heat pumps;1;201601
O25;Rainer Guttmann;61103910;LUX Wohnbau GmbH;62;62;2016;1;January;12;WHB;1;201601
O25;Rainer Guttmann;61280101;Weidinger A.;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O30;Markus Lininger;61100099;Brankovic Haustechnik GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O30;Markus Lininger;61102088;hb 24 Haustechnik;1;Installateur;2016;1;January;12;WHB;1;201601
O30;Markus Lininger;61120009;Balnik Christian;1;Installateur;2016;1;January;11;WHB;1;201601
O30;Markus Lininger;61160039;Ing. T.Frieberger;1;Installateur;2016;1;January;12;WHB;1;201601
O30;Markus Lininger;61180144;Fass Karl GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O30;Markus Lininger;61300035;Schreier Installationen;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O30;Markus Lininger;61300307;Höllerer & Schöndorfer GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O30;Markus Lininger;61320009;Temper Franz  GmbH;1;Installateur;2016;1;January;12;WHB;3;201601
O30;Markus Lininger;61350004;Georg Wagner GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O30;Markus Lininger;61600317;BSW-Bauführungsgesellschaft m.b.H.;65;65;2016;1;January;73;Heat pumps;1;201601
O30;Markus Lininger;61633167;Haustechnik Hochrieder GmbH;65;65;2016;1;January;12;WHB;1;201601
O30;Markus Lininger;61633167;Haustechnik Hochrieder GmbH;65;65;2016;1;January;73;Heat pumps;1;201601
O36;Rene Bachinger;61120055;Deibl Installations-Technik Ges.mbh;1;Installateur;2016;1;January;12;WHB;3;201601
O36;Rene Bachinger;61160076;Franz Forster Installationen GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O36;Rene Bachinger;61280137;Ing. Rieder Installations GesmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O39;Martin Moder;61304726;Köberl Bau GmbH;8;Draftsman of re.hous;2016;1;January;73;Heat pumps;1;201601
O50;Richard Matajs;61103420;#Seweroba & Partner;95;95;2016;1;January;12;WHB;1;201601
O50;Richard Matajs;61103475;Andreas Wunderlich;1;Installateur;2016;1;January;12;WHB;4;201601
O50;Richard Matajs;61103936;Alternative Heiz- und Solar;1;Installateur;2016;1;January;12;WHB;2;201601
O50;Richard Matajs;61104068;Maier & Stelzer GmbH;75;75;2016;1;January;12;WHB;3;201601
O50;Richard Matajs;61120057;Burghart Install. GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O50;Richard Matajs;61120057;Burghart Install. GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O50;Richard Matajs;61150051;Erwie Wärmetechnik;1;Installateur;2016;1;January;11;WHB;1;201601
O50;Richard Matajs;61180043;HOFA Service GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O50;Richard Matajs;61210024;Klose & Bürscher;1;Installateur;2016;1;January;11;WHB;1;201601
O50;Richard Matajs;61210043;#Adolf Kikinger & Co;95;95;2016;1;January;12;WHB;2;201601
O50;Richard Matajs;61210242;Günter Kratky GmbH;1;Installateur;2016;1;January;11;WHB;3;201601
O50;Richard Matajs;61220169;Lauss Gebäudetechnik GmbH & Co KG;1;Installateur;2016;1;January;12;WHB;1;201601
O50;Richard Matajs;61230239;Moser & Hartl Ges.m.b.H.;1;Installateur;2016;1;January;12;WHB;6;201601
O50;Richard Matajs;61260148;Pichler Installations GmbH & Co Kg;1;Installateur;2016;1;January;12;WHB;3;201601
O50;Richard Matajs;61260148;Pichler Installations GmbH & Co Kg;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O50;Richard Matajs;61280019;Rammerstorfer A+K GesmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O50;Richard Matajs;61303342;Rirs Josef;1;Installateur;2016;1;January;11;WHB;1;201601
O50;Richard Matajs;61303347;Maier & Stelzer GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O50;Richard Matajs;61303347;Maier & Stelzer GmbH;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O50;Richard Matajs;61303378;Johannes Biebl GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O50;Richard Matajs;61305607;Maier & Stelzer GmbH;75;75;2016;1;January;12;WHB;5;201601
O50;Richard Matajs;61306018;Royer GmbH;1;Installateur;2016;1;January;11;WHB;-1;201601
O50;Richard Matajs;61306018;Royer GmbH;1;Installateur;2016;1;January;12;WHB;3;201601
O50;Richard Matajs;61306030;Minichberger GmbH;1;Installateur;2016;1;January;12;WHB;4;201601
O50;Richard Matajs;61306055;Födinger Heizung Bad GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O50;Richard Matajs;61306057;Siegl GmbH;1;Installateur;2016;1;January;12;WHB;2;201601
O50;Richard Matajs;61306082;#Seweroba & Partner;95;95;2016;1;January;12;WHB;2;201601
O50;Richard Matajs;61627175;Krenn GmbH;65;65;2016;1;January;73;Heat pumps;1;201601
O51;Christian Berger;61130005;#Ing. Helfried Csamay GmbH;99;Passivated customers;2016;1;January;12;WHB;1;201601
O51;Christian Berger;61130005;#Ing. Helfried Csamay GmbH;99;Passivated customers;2016;1;January;73;Heat pumps;1;201601
O53;Rainer Fritz;61236516;SANEX Sanitär und Heizungs-;2;Wholesaler;2016;1;January;11;WHB;1;201601
O53;Rainer Fritz;61236516;SANEX Sanitär und Heizungs-;2;Wholesaler;2016;1;January;12;WHB;4;201601
O53;Harald Pick;61303015;#IZ-Installateurzentrum;94;94;2016;1;January;12;WHB;1;201601
O53;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2016;1;January;11;WHB;352;201601
O53;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2016;1;January;12;WHB;199;201601
O53;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2016;1;January;73;Heat pumps;10;201601
O76;Harald Pick;61103260;HSE Gebäudetechnik Ges.m.b.H.;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O76;Harald Pick;61140115;Dolinschek Gesellschaft m.b.H.;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O76;Harald Pick;61150087;Egger Installationen GmbH & Co KG;1;Installateur;2016;1;January;12;WHB;2;201601
O76;Harald Pick;61305819;Heiztechnik Rumpf GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O76;Harald Pick;61305843;GEKO Gebäudetechnik GmbH;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O76;Harald Pick;61401459;#Happe GmbH;95;95;2016;1;January;12;WHB;1;201601
O79;Markus Marath;61102777;Weghofer GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O79;Markus Marath;61180454;Hutter & Stifter GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O79;Markus Marath;61302909;TIG;1;Installateur;2016;1;January;73;Heat pumps;2;201601
O79;Markus Marath;61302963;Ing. Erich Pinetz Ges.m.b.H.;1;Installateur;2016;1;January;11;WHB;1;201601
O79;Markus Marath;61302984;Lender Richard GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O79;Markus Marath;61302984;Lender Richard GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O79;Markus Marath;61401019;ISC Mattersburg;76;76;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61100551;Fülöp Gerald;1;Installateur;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61100646;Eberhaut GmbH;1;Installateur;2016;1;January;73;Heat pumps;1;201601
O80;Martin Rigo;61104114;Martin Horvath;1;Installateur;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61110069;Wallner GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O80;Martin Rigo;61120020;Bieber Fritz GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61120049;Ing.Brodicky GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O80;Martin Rigo;61140010;Dlouhy GmbH;1;Installateur;2016;1;January;11;WHB;1;201601
O80;Martin Rigo;61300247;Scheu GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61300265;Viktor Schöberl GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61302120;Gerald Kures GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61302130;Mannsbarth GmbH;1;Installateur;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61302161;Sanitärhandels Express;76;76;2016;1;January;11;WHB;19;201601
O80;Martin Rigo;61302161;Sanitärhandels Express;76;76;2016;1;January;12;WHB;1;201601
O80;Martin Rigo;61303999;#GETEC Energie- und;95;95;2016;1;January;12;WHB;0;201601
