Cust. attr. 8;Cust. attr. Bez;Customer;Customer Bez.;Customer Classification;Customer Classification Bez.;Jahr;Accounting period;Accounting period Bez.;Product technology [2];Product technology [2] Bez.;Absatz;Zeitraum
O04;Peter Astelhuber;61403756;Reichl Baddesign;1;Installateur;2018;4;April;1;WHB;1;201804
O05;Christian Stuefer;61100809;ISC Installateur Center;76;76;2018;4;April;1;WHB;1;201804
O05;Gerhard Chvala;61102769;Fritz Holter Ges.m.b.H.;76;76;2018;4;April;1;WHB;88;201804
O05;Christian Stuefer;61103776;Fritz Holter Ges.m.b.H.;76;76;2018;4;April;1;WHB;140;201804
O05;Josef Pichler;61180070;Fritz Holter Ges.m.b.H;2;Wholesaler;2018;4;April;1;WHB;91;201804
O05;Josef Pichler;61180070;Fritz Holter Ges.m.b.H;2;Wholesaler;2018;4;April;7;Heat pumps;2;201804
O05;Martin Rigo;61302161;Sanitärhandels Express;76;76;2018;4;April;1;WHB;1;201804
O05;Richard Matajs;61303316;Sanitär-Heinze GmbH & Co KG;76;76;2018;4;April;1;WHB;1;201804
O05;Anton Stiefsohn;61303917;Sanitär-Heinze GmbH & Co KG;76;76;2018;4;April;1;WHB;58;201804
O05;Anton Stiefsohn;61303917;Sanitär-Heinze GmbH & Co KG;76;76;2018;4;April;7;Heat pumps;4;201804
O05;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2018;4;April;1;WHB;518;201804
O05;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2018;4;April;7;Heat pumps;25;201804
O05;Kurt Ortner;61402503;Frauenthal Service Graz;76;76;2018;4;April;7;Heat pumps;1;201804
O05;Martin Lendl;61402505;Frauenthal Serivce Kematen;76;76;2018;4;April;1;WHB;1;201804
O05;Christian Stuefer;61402507;Frauenthal Service Perchtoldsdorf;76;76;2018;4;April;1;WHB;1;201804
O05;Heinz Rucker;61402991;Odörfer Haustechnik KG;2;Wholesaler;2018;4;April;7;Heat pumps;2;201804
O05;Holger Friedrich;61402996;Odörfer Haustechnik KG;76;76;2018;4;April;1;WHB;114;201804
O05;Holger Friedrich;61402996;Odörfer Haustechnik KG;76;76;2018;4;April;7;Heat pumps;13;201804
O05;Austria;61402998;#Odörfer Haustechnik KG;94;94;2018;4;April;7;Heat pumps;2;201804
O05;Josef Pichler;61403519;Impex Sanitär und;2;Wholesaler;2018;4;April;1;WHB;8;201804
O05;Anton Stiefsohn;61403571;Impex;76;76;2018;4;April;1;WHB;35;201804
O07;Florian Neuner;61100552;B.B. Installationstechnik;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O07;Florian Neuner;61120044;Breyer Installationen GmbH;1;Installateur;2018;4;April;1;WHB;4;201804
O07;Florian Neuner;61120213;BHG Installationen;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O07;Florian Neuner;61300006;Schedl Energie & Technik GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O07;Florian Neuner;61300308;Anton Schaur;1;Installateur;2018;4;April;1;WHB;2;201804
O09;Markus Marath;61103549;Dienbauer;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O09;Markus Marath;61120099;Robert Breitschopf;1;Installateur;2018;4;April;1;WHB;2;201804
O09;Holger Friedrich;61210126;Kunz Otto GmbH;1;Installateur;2018;4;April;7;Heat pumps;3;201804
O09;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2018;4;April;1;WHB;4;201804
O09;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2018;4;April;7;Heat pumps;8;201804
O09;Holger Friedrich;61240010;Nitzky Christian;1;Installateur;2018;4;April;1;WHB;1;201804
O09;Martin Rigo;61300247;Scheu GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O09;Markus Marath;61302909;TIG;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O09;Martin Rigo;61302914;Öko Wärme Installations GmbH;65;65;2018;4;April;7;Heat pumps;2;201804
O09;Markus Marath;61302917;Cinadr GesmbH;1;Installateur;2018;4;April;7;Heat pumps;3;201804
O09;Markus Marath;61302984;Lender Richard GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O09;Holger Friedrich;61330004;Harald Unterüberbacher;65;65;2018;4;April;1;WHB;1;201804
O09;Holger Friedrich;61350006;J.Wagner GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O09;Holger Friedrich;61401392;Ing. M. Götz GmbH;1;Installateur;2018;4;April;1;WHB;4;201804
O09;Martin Rigo;61401936;Franz Mandl;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O10;Austria;61180214;#Hell Installationen GmbH;99;Passivated customers;2018;4;April;1;WHB;1;201804
O10;Austria;61403128;#RND Installations;99;Passivated customers;2018;4;April;1;WHB;6;201804
O10;Austria;61403816;#Jurca Installationen;99;Passivated customers;2018;4;April;1;WHB;1;201804
O11;Martin Lendl;61101399;Bad und Heizung;1;Installateur;2018;4;April;1;WHB;1;201804
O11;Martin Lendl;61102194;Ali Tanriseven;1;Installateur;2018;4;April;1;WHB;1;201804
O11;Martin Lendl;61110052;Ausserer Installationen e.U.;1;Installateur;2018;4;April;1;WHB;1;201804
O11;Martin Lendl;61237854;Franz Jirka;1;Installateur;2018;4;April;1;WHB;1;201804
O11;Martin Lendl;61300042;Schuh GmbH;1;Installateur;2018;4;April;1;WHB;3;201804
O11;Martin Lendl;61303167;Mondo Therm Handels GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O11;Martin Lendl;61303167;Mondo Therm Handels GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O11;Martin Lendl;61304858;Lugar Installateur GesmbH;75;75;2018;4;April;1;WHB;2;201804
O12;Christian Tiefenthaler;61120152;Bechter Ges.m.b.H.;1;Installateur;2018;4;April;1;WHB;4;201804
O12;Christian Tiefenthaler;61305912;Klotz Andreas;1;Installateur;2018;4;April;1;WHB;1;201804
O12;Christian Tiefenthaler;61310034;Stolz Markus GmbH & CO KG;75;75;2018;4;April;1;WHB;1;201804
O12;Christian Tiefenthaler;61310056;Stolz Markus GmbH & CO KG;75;75;2018;4;April;1;WHB;1;201804
O14;Helmut Neulinger;61102902;Thalhammer Josef;1;Installateur;2018;4;April;1;WHB;1;201804
O14;Helmut Neulinger;61103898;Karl Spitzbart;65;65;2018;4;April;1;WHB;3;201804
O14;Helmut Neulinger;61160020;Förstl Ing. Ges.m.b.H.&Co KG;1;Installateur;2018;4;April;1;WHB;2;201804
O14;Helmut Neulinger;61170038;Greibich Installations GmbH;1;Installateur;2018;4;April;7;Heat pumps;3;201804
O14;Helmut Neulinger;61170079;Pernkopf & Haas GmbH;65;65;2018;4;April;1;WHB;1;201804
O14;Helmut Neulinger;61180004;Ing.Hager;65;65;2018;4;April;1;WHB;1;201804
O14;Helmut Neulinger;61236400;Lettenmayr Installationen GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O14;Helmut Neulinger;61260051;Jürgen Putz;1;Installateur;2018;4;April;1;WHB;1;201804
O14;Helmut Neulinger;61403176;E&G Installations GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O14;Helmut Neulinger;61627176;Elektro Kammerhofer & Co GmbH;65;65;2018;4;April;7;Heat pumps;1;201804
O15;Bernhard Rabengruber;61110047;Karl Schick GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O15;Bernhard Rabengruber;61160075;Fraungruber & Leitner GmbH & Co KG;1;Installateur;2018;4;April;1;WHB;1;201804
O15;Bernhard Rabengruber;61303577;Molin Industrie Inbetriebnahme;1;Installateur;2018;4;April;1;WHB;1;201804
O15;Bernhard Rabengruber;61305506;#Wärme Sanitär Weiß;95;95;2018;4;April;1;WHB;3;201804
O15;Bernhard Rabengruber;61305506;#Wärme Sanitär Weiß;95;95;2018;4;April;7;Heat pumps;1;201804
O15;Bernhard Rabengruber;61305543;Haberl Energieanlagen GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O15;Bernhard Rabengruber;61402020;Partnerinstallationen;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O15;Bernhard Rabengruber;61403509;Patrick Klee;1;Installateur;2018;4;April;1;WHB;1;201804
O15;Bernhard Rabengruber;61403587;eww Anlagentechnik GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O18;Kurt Ortner;61104375;Zach GmbH;75;75;2018;4;April;1;WHB;4;201804
O18;Kurt Ortner;61170110;Rudolf Gutmann u. Sohn GmbH;1;Installateur;2018;4;April;7;Heat pumps;3;201804
O18;Kurt Ortner;61303761;Kohl GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O18;Kurt Ortner;61401956;Krobath Bad Heizung Service GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O18;Kurt Ortner;61401956;Krobath Bad Heizung Service GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O18;Kurt Ortner;61402653;Glatz Haustechnik GmbH;1;Installateur;2018;4;April;7;Heat pumps;16;201804
O20;Anton Stiefsohn;61102283;Komornik GmbH;1;Installateur;2018;4;April;7;Heat pumps;2;201804
O20;Anton Stiefsohn;61103182;Gugerell und Idrizi GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O20;Anton Stiefsohn;61110049;Appel GesmbH;1;Installateur;2018;4;April;1;WHB;4;201804
O20;Anton Stiefsohn;61110049;Appel GesmbH;1;Installateur;2018;4;April;7;Heat pumps;16;201804
O20;Anton Stiefsohn;61160016;Heinz Fischer GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O20;Anton Stiefsohn;61230029;Menhart GmbH;65;65;2018;4;April;1;WHB;2;201804
O20;Anton Stiefsohn;61230029;Menhart GmbH;65;65;2018;4;April;7;Heat pumps;2;201804
O20;Anton Stiefsohn;61236471;Gangl Werner;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O20;Anton Stiefsohn;61280088;Raiffeisen-Lagerhaus Zwettl eGen;65;65;2018;4;April;7;Heat pumps;2;201804
O20;Anton Stiefsohn;61300274;Hauer GmbH;65;65;2018;4;April;1;WHB;1;201804
O20;Anton Stiefsohn;61303979;HTI Haiderer & Trimmel;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O20;Anton Stiefsohn;61304216;Matzinger GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O20;Anton Stiefsohn;61403689;Günther Handels GmbH;75;75;2018;4;April;7;Heat pumps;1;201804
O21;Christian Stuefer;61180151;Hlobil GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O21;Christian Stuefer;61210313;DI-HTL Gerald Kopsa Ges.m.b.H.;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O21;Austria;61230055;#Mück-Sanitär-Heizungs-und;95;95;2018;4;April;1;WHB;3;201804
O21;Christian Stuefer;61302270;Radits Installations GmbH;1;Installateur;2018;4;April;1;WHB;2;201804
O21;Christian Stuefer;61402268;Wien-Süd Projektmanagement GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O21;Christian Stuefer;61402524;Nexhmedin Axhijaj;1;Installateur;2018;4;April;1;WHB;3;201804
O25;Rainer Guttmann;61280101;Weidinger A.;1;Installateur;2018;4;April;7;Heat pumps;2;201804
O30;Markus Lininger;61120009;Balnik Christian;1;Installateur;2018;4;April;1;WHB;1;201804
O30;Markus Lininger;61210143;Kolar Martin;1;Installateur;2018;4;April;1;WHB;1;201804
O30;Markus Lininger;61290041;Ernst Seiser GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O36;Rene Bachinger;61403810;IPS Mayr Haustechnik GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O39;Martin Moder;61304726;Köberl Bau GmbH;8;Draftsman of re.hous;2018;4;April;1;WHB;2;201804
O39;Martin Moder;61304726;Köberl Bau GmbH;8;Draftsman of re.hous;2018;4;April;7;Heat pumps;1;201804
O50;Richard Matajs;61102256;Ewald König;1;Installateur;2018;4;April;1;WHB;3;201804
O50;Richard Matajs;61103420;Seweroba & Partner;75;75;2018;4;April;1;WHB;1;201804
O50;Richard Matajs;61103936;Alternative Heiz- und Solar;1;Installateur;2018;4;April;7;Heat pumps;2;201804
O50;Richard Matajs;61104068;Maier & Stelzer GmbH;75;75;2018;4;April;1;WHB;4;201804
O50;Richard Matajs;61120057;Burghart Install. GmbH;1;Installateur;2018;4;April;1;WHB;3;201804
O50;Richard Matajs;61120057;Burghart Install. GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O50;Richard Matajs;61140015;Bichler Installationen und;1;Installateur;2018;4;April;1;WHB;1;201804
O50;Richard Matajs;61210032;König GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O50;Richard Matajs;61210242;Günter Kratky GmbH;1;Installateur;2018;4;April;1;WHB;3;201804
O50;Richard Matajs;61240053;Neundlinger Haustechnik e.U.;1;Installateur;2018;4;April;1;WHB;2;201804
O50;Richard Matajs;61280019;Rammerstorfer A+K GesmbH;1;Installateur;2018;4;April;1;WHB;2;201804
O50;Richard Matajs;61303347;Maier & Stelzer GmbH;1;Installateur;2018;4;April;1;WHB;2;201804
O50;Richard Matajs;61303347;Maier & Stelzer GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O50;Richard Matajs;61305607;Maier & Stelzer GmbH;75;75;2018;4;April;1;WHB;1;201804
O50;Richard Matajs;61306018;Royer GmbH;1;Installateur;2018;4;April;1;WHB;7;201804
O50;Richard Matajs;61306030;Minichberger GmbH;1;Installateur;2018;4;April;1;WHB;3;201804
O50;Richard Matajs;61306057;Johann Siegl GmbH;1;Installateur;2018;4;April;1;WHB;2;201804
O50;Richard Matajs;61306079;ITS Installationstechnik;1;Installateur;2018;4;April;1;WHB;3;201804
O50;Richard Matajs;61350121;Weichselbaumer GmbH;1;Installateur;2018;4;April;1;WHB;7;201804
O50;Richard Matajs;61350121;Weichselbaumer GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O50;Richard Matajs;61402149;Andreas Dumfart GmbH;75;75;2018;4;April;1;WHB;2;201804
O50;Richard Matajs;61403033;Schwacha Sanitär &;1;Installateur;2018;4;April;1;WHB;5;201804
O51;Christian Berger;61103824;Kostka GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O51;Christian Berger;61160164;Fasching Johann;1;Installateur;2018;4;April;1;WHB;1;201804
O51;Christian Berger;61303695;#Herbitschek GmbH;95;95;2018;4;April;1;WHB;1;201804
O51;Christian Berger;61303696;Korak GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O51;Christian Berger;61402482;Reiter Haustechnik GmbH & Co KG;1;Installateur;2018;4;April;1;WHB;1;201804
O51;Christian Berger;61403696;Schneider Haustechnik GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O51;Christian Berger;61403696;Schneider Haustechnik GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O76;Harald Pick;61100218;Christian Andreas Müller;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O76;Harald Pick;61104158;Installationen Dario;1;Installateur;2018;4;April;1;WHB;1;201804
O76;Harald Pick;61305858;#Klemens Kreuter;95;95;2018;4;April;1;WHB;2;201804
O76;Harald Pick;61310061;Installationen Steiner GmbH;1;Installateur;2018;4;April;1;WHB;2;201804
O76;Harald Pick;61320101;Trubka Gmbh;1;Installateur;2018;4;April;1;WHB;1;201804
O76;Harald Pick;61401443;WSB Haustechnik GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O76;Harald Pick;61401459;Happe GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O76;Harald Pick;61401518;Marko Stipic;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O80;Martin Rigo;61100551;Fülöp Gerald;1;Installateur;2018;4;April;1;WHB;1;201804
O80;Martin Rigo;61103340;Demirci Güney;1;Installateur;2018;4;April;1;WHB;2;201804
O80;Holger Friedrich;61104103;Pipetech GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O80;Martin Rigo;61104319;Haustechnik Güssing GmbH;65;65;2018;4;April;1;WHB;1;201804
O80;Martin Rigo;61120011;Barwa GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O80;Martin Rigo;61130006;Csapak GmbH;1;Installateur;2018;4;April;1;WHB;14;201804
O80;Martin Rigo;61303999;GETEC Energie- und;1;Installateur;2018;4;April;1;WHB;1;201804
O80;Martin Rigo;61340019;Ing. Varga GmbH;1;Installateur;2018;4;April;1;WHB;2;201804
O80;Martin Rigo;61401109;Ing. Ernst Johannes;1;Installateur;2018;4;April;1;WHB;1;201804
O80;Martin Rigo;61402746;Recher & Eckhart GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O80;Martin Rigo;61403787;Alfred Rudolf Schlossnagel;1;Installateur;2018;4;April;1;WHB;1;201804
O80;Holger Friedrich;61403896;Immo Residence GmbH;1;Installateur;2018;4;April;1;WHB;8;201804
O89;Christian Gröller;61100599;Ing. Hofer Alois;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O89;Christian Gröller;61100604;Rappold & Partner GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O89;Christian Gröller;61100604;Rappold & Partner GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O89;Christian Gröller;61101186;Gerald Roth;1;Installateur;2018;4;April;7;Heat pumps;5;201804
O89;Christian Gröller;61102017;Johannes Strommer GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O89;Christian Gröller;61102017;Johannes Strommer GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O89;Christian Gröller;61102999;Fuchs Installationen GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O89;Christian Gröller;61104540;Alexander Griebler GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O89;Christian Gröller;61180222;Haselbacher Alois GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O89;Christian Gröller;61290070;Sauseng;1;Installateur;2018;4;April;1;WHB;1;201804
O89;Christian Gröller;61303726;Andreas Held;1;Installateur;2018;4;April;7;Heat pumps;2;201804
O89;Austria;61600435;#Energieoptimierung Zieserl GmbH;96;96;2018;4;April;7;Heat pumps;1;201804
O90;Daniel Fanninger;61101744;Heinz Fischer;1;Installateur;2018;4;April;1;WHB;1;201804
O90;Daniel Fanninger;61200004;Janisch GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O90;Daniel Fanninger;61210023;Ing.Krenn Josef GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O90;Daniel Fanninger;61210095;Werner Klaus;1;Installateur;2018;4;April;1;WHB;1;201804
O90;Daniel Fanninger;61310068;J.Stettner GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O90;Daniel Fanninger;61401653;Mehmet Atas;1;Installateur;2018;4;April;1;WHB;1;201804
O90;Daniel Fanninger;61401937;Roman Nagl;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O90;Daniel Fanninger;61402851;Can Installation KG;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O90;Daniel Fanninger;61403728;Gastec GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O94;Sascha Petrovic;61101701;SN-Technik GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O94;Sascha Petrovic;61102065;Ing.Gerhard Reischl GmbH;1;Installateur;2018;4;April;1;WHB;7;201804
O94;Sascha Petrovic;61102065;Ing.Gerhard Reischl GmbH;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O94;Sascha Petrovic;61210358;Brunauer Installationen GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O94;Sascha Petrovic;61236179;Matousch Haustechnik GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O94;Sascha Petrovic;61302037;LGS;1;Installateur;2018;4;April;1;WHB;3;201804
O94;Sascha Petrovic;61302632;Vitzthum & Lebeda Ges.m.b.H.;1;Installateur;2018;4;April;1;WHB;1;201804
O94;Sascha Petrovic;61401822;MB Haustechnik;1;Installateur;2018;4;April;1;WHB;3;201804
O94;Sascha Petrovic;61401853;Mitro Installationen;1;Installateur;2018;4;April;1;WHB;2;201804
O97;Gerhard Chvala;61102380;Ing.Dieter Bauer;1;Installateur;2018;4;April;7;Heat pumps;1;201804
O97;Gerhard Chvala;61103638;Aleksandar Despotovic;1;Installateur;2018;4;April;1;WHB;1;201804
O97;Gerhard Chvala;61104525;GS-Haustechnik GmbH;1;Installateur;2018;4;April;1;WHB;1;201804
O97;Austria;61210015;#Ing. Heinrich Kerschbaum G.m.b.H.;95;95;2018;4;April;1;WHB;1;201804
O01;Herbert Manschein;61100630;Ing. Mulalic KG;1;Installateur;2018;5;May;1;WHB;1;201805
O01;Herbert Manschein;61100630;Ing. Mulalic KG;1;Installateur;2018;5;May;7;Heat pumps;4;201805
O01;Herbert Manschein;61100944;Deniz Bayram Ges.m.b.H.;1;Installateur;2018;5;May;1;WHB;1;201805
O01;Herbert Manschein;61100945;Schmoiger Christian;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O01;Herbert Manschein;61101754;GSN Installationen GmbH;1;Installateur;2018;5;May;1;WHB;1;201805
O01;Herbert Manschein;61120059;Bürger GmbH;1;Installateur;2018;5;May;1;WHB;1;201805
O01;Herbert Manschein;61210034;Kopp GmbH;65;65;2018;5;May;1;WHB;1;201805
O01;Herbert Manschein;61220019;Lerch Josef GmbH.;1;Installateur;2018;5;May;1;WHB;1;201805
O01;Herbert Manschein;61402302;Ofenfuchs OG;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O01;Herbert Manschein;61403103;Eko Installationstechnik KG;1;Installateur;2018;5;May;1;WHB;1;201805
O01;Herbert Manschein;61403642;Schneider e.U.;1;Installateur;2018;5;May;1;WHB;1;201805
O03;Michael Simeoni;61101008;Alushaj GmbH;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O03;Michael Simeoni;61102003;Wöss Installationen GmbH;1;Installateur;2018;5;May;1;WHB;2;201805
O03;Michael Simeoni;61103035;Cibo Installationen KG;1;Installateur;2018;5;May;7;Heat pumps;7;201805
O03;Michael Simeoni;61103113;SHWG Installationen GmbH;1;Installateur;2018;5;May;1;WHB;14;201805
O03;Michael Simeoni;61103113;SHWG Installationen GmbH;1;Installateur;2018;5;May;7;Heat pumps;2;201805
O03;Michael Simeoni;61110016;Appel GesmbH;75;75;2018;5;May;1;WHB;3;201805
O03;Michael Simeoni;61302265;Klas Karl;1;Installateur;2018;5;May;1;WHB;-1;201805
O03;Michael Simeoni;61302444;HOMA Installationen;1;Installateur;2018;5;May;1;WHB;4;201805
O03;Michael Simeoni;61302682;Dalipi Ges.m.b.H;1;Installateur;2018;5;May;1;WHB;1;201805
O03;Michael Simeoni;61305460;Vasic Installateur KEG;1;Installateur;2018;5;May;1;WHB;1;201805
O03;Michael Simeoni;61401755;Heiztechnik Simon;1;Installateur;2018;5;May;1;WHB;1;201805
O03;Michael Simeoni;61402905;MD Haustechnik e.U.;1;Installateur;2018;5;May;1;WHB;1;201805
O03;Michael Simeoni;61403070;Demi Installationen e.U.;1;Installateur;2018;5;May;7;Heat pumps;2;201805
O04;Peter Astelhuber;61280053;#Ing. Albert Rummel;95;95;2018;5;May;1;WHB;1;201805
O04;Peter Astelhuber;61302039;Leitner Günter;1;Installateur;2018;5;May;1;WHB;1;201805
O05;Josef Pichler;61102578;Weyland Haustechnik KG;2;Wholesaler;2018;5;May;1;WHB;1;201805
O05;Christian Pramsoler;61103473;Schmidt´s Haustechnik KG;2;Wholesaler;2018;5;May;1;WHB;1;201805
O05;Christian Stuefer;61103776;Fritz Holter Ges.m.b.H.;76;76;2018;5;May;1;WHB;1;201805
O05;Josef Pichler;61180070;Fritz Holter Ges.m.b.H;2;Wholesaler;2018;5;May;1;WHB;15;201805
O05;Martin Rigo;61302161;Sanitärhandels Express;76;76;2018;5;May;1;WHB;1;201805
O05;Anton Stiefsohn;61303917;Sanitär-Heinze GmbH & Co KG;76;76;2018;5;May;1;WHB;3;201805
O05;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2018;5;May;1;WHB;789;201805
O05;Rainer Kraft;61402502;FRAUENTHAL WARE eine Zweignieder-;2;Wholesaler;2018;5;May;7;Heat pumps;13;201805
O05;Heinz Rucker;61402991;Odörfer Haustechnik KG;2;Wholesaler;2018;5;May;7;Heat pumps;1;201805
O05;Holger Friedrich;61402996;Odörfer Haustechnik KG;76;76;2018;5;May;1;WHB;9;201805
O05;Holger Friedrich;61402996;Odörfer Haustechnik KG;76;76;2018;5;May;7;Heat pumps;7;201805
O05;Austria;61402998;#Odörfer Haustechnik KG;94;94;2018;5;May;1;WHB;2;201805
O05;Josef Pichler;61403519;Impex Sanitär und;2;Wholesaler;2018;5;May;1;WHB;7;201805
O05;Anton Stiefsohn;61403571;Impex;76;76;2018;5;May;1;WHB;35;201805
O07;Florian Neuner;61120044;Breyer Installationen GmbH;1;Installateur;2018;5;May;1;WHB;6;201805
O07;Florian Neuner;61300308;Anton Schaur;1;Installateur;2018;5;May;1;WHB;3;201805
O09;Markus Marath;61103359;Alternative Haustechnik;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O09;Markus Marath;61103549;Dienbauer;1;Installateur;2018;5;May;1;WHB;2;201805
O09;Martin Rigo;61110069;Wallner GmbH;1;Installateur;2018;5;May;1;WHB;1;201805
O09;Markus Marath;61180454;Hutter & Stifter GmbH;1;Installateur;2018;5;May;1;WHB;1;201805
O09;Holger Friedrich;61210126;Kunz Otto GmbH;1;Installateur;2018;5;May;7;Heat pumps;4;201805
O09;Markus Marath;61210360;Ing. Walter Gangl  GmbH;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O09;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2018;5;May;1;WHB;-1;201805
O09;Holger Friedrich;61236709;Sachs & Co. GmbH;1;Installateur;2018;5;May;7;Heat pumps;4;201805
O09;Markus Marath;61300011;Ing. Jürgen Pfalz;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O09;Martin Rigo;61300247;Scheu GmbH;1;Installateur;2018;5;May;1;WHB;2;201805
O09;Martin Rigo;61300247;Scheu GmbH;1;Installateur;2018;5;May;7;Heat pumps;2;201805
O09;Markus Marath;61302909;TIG;1;Installateur;2018;5;May;1;WHB;1;201805
O09;Martin Rigo;61302914;Öko Wärme Installations GmbH;65;65;2018;5;May;7;Heat pumps;3;201805
O09;Markus Marath;61302917;Cinadr GesmbH;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O09;Holger Friedrich;61302997;Aqua Installations GmbH;1;Installateur;2018;5;May;1;WHB;2;201805
O09;Holger Friedrich;61401326;HR Robert Hadek;1;Installateur;2018;5;May;1;WHB;1;201805
O10;Austria;61100936;#Altmüller GmbH & Co KG;99;Passivated customers;2018;5;May;1;WHB;1;201805
O10;Austria;61170259;#Promok & Hübl OG;99;Passivated customers;2018;5;May;1;WHB;1;201805
O10;Austria;61627565;#GEG Elektro-u.;99;Passivated customers;2018;5;May;1;WHB;1;201805
O11;Martin Lendl;61102011;Installationen Glas GmbH;1;Installateur;2018;5;May;1;WHB;1;201805
O11;Martin Lendl;61230172;Maderbök GmbH;1;Installateur;2018;5;May;1;WHB;2;201805
O11;Martin Lendl;61300052;Schwinghammer -Nikosan GmbH;1;Installateur;2018;5;May;1;WHB;1;201805
O11;Martin Lendl;61303107;GHW Installateur GmbH;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O11;Martin Lendl;61303167;Mondo Therm Handels GmbH;1;Installateur;2018;5;May;7;Heat pumps;1;201805
O12;Christian Tiefenthaler;61110080;Gebrüder Amann OG;1;Installateur;2018;5;May;1;WHB;1;201805
O12;Christian Tiefenthaler;61300257;Bernhard Schlappack;1;Installateur;2018;5;May;1;WHB;1;201805
