Partner-/Kundenummer;Datum;Datumformat
61380120;23.10.2019;20191023
61160059;23.10.2019;20191023
61250021;23.10.2019;20191023
61633183;23.10.2019;20191023
61642043;23.10.2019;20191023
61306087;23.10.2019;20191023
61401187;23.10.2019;20191023
61402936;23.10.2019;20191023
61403864;23.10.2019;20191023
61210109;23.10.2019;20191023
61350288;23.10.2019;20191023
61603058;23.10.2019;20191023
61302911;23.10.2019;20191023
61403510;23.10.2019;20191023
61305732;23.10.2019;20191023
61302972;23.10.2019;20191023
61100716;23.10.2019;20191023
61402428;23.10.2019;20191023
61340019;23.10.2019;20191023
61404510;23.10.2019;20191023
61300308;23.10.2019;20191023
61404794;23.10.2019;20191023
61303961;23.10.2019;20191023
61302039;23.10.2019;20191023
61130005;23.10.2019;20191023
61104246;23.10.2019;20191023
61102122;23.10.2019;20191023
61302036;23.10.2019;20191023
61402230;23.10.2019;20191023
61404168;23.10.2019;20191023
61404440;23.10.2019;20191023
61350051;23.10.2019;20191023
61304218;23.10.2019;20191023
61308846;23.10.2019;20191023
61402939;23.10.2019;20191023
61302427;23.10.2019;20191023
61102301;23.10.2019;20191023
61230088;23.10.2019;20191023
61104319;23.10.2019;20191023
61120020;23.10.2019;20191023
61404789;23.10.2019;20191023
61170223;23.10.2019;20191023
61102999;23.10.2019;20191023
61303802;23.10.2019;20191023
61280140;23.10.2019;20191023
61303314;23.10.2019;20191023
61104152;23.10.2019;20191023
61402223;23.10.2019;20191023
61403947;23.10.2019;20191023
61102587;23.10.2019;20191023
61220115;23.10.2019;20191023
61302494;23.10.2019;20191023
61302825;23.10.2019;20191023
61100612;23.10.2019;20191023
61103079;23.10.2019;20191023
61403279;23.10.2019;20191023
61290010;23.10.2019;20191023
61160163;23.10.2019;20191023
61401143;23.10.2019;20191023
61401309;23.10.2019;20191023
61310009;23.10.2019;20191023
61302498;23.10.2019;20191023
61101118;23.10.2019;20191023
61404260;23.10.2019;20191023
61102890;23.10.2019;20191023
61403891;23.10.2019;20191023
61110215;23.10.2019;20191023
61303167;23.10.2019;20191023
61102843;23.10.2019;20191023
61240067;23.10.2019;20191023
61100261;24.10.2019;20191024
61220098;24.10.2019;20191024
61401869;24.10.2019;20191024
61160254;24.10.2019;20191024
61303449;24.10.2019;20191024
61402507;24.10.2019;20191024
61102007;24.10.2019;20191024
61402208;24.10.2019;20191024
61350102;24.10.2019;20191024
61402541;24.10.2019;20191024
61401095;24.10.2019;20191024
61150003;24.10.2019;20191024
61170067;24.10.2019;20191024
61403452;24.10.2019;20191024
61100740;24.10.2019;20191024
61100751;24.10.2019;20191024
61102874;24.10.2019;20191024
61100218;24.10.2019;20191024
61110002;24.10.2019;20191024
61303627;24.10.2019;20191024
61180233;24.10.2019;20191024
61402044;24.10.2019;20191024
61401714;24.10.2019;20191024
61305819;24.10.2019;20191024
61405016;24.10.2019;20191024
61304559;24.10.2019;20191024
61404993;24.10.2019;20191024
61250055;24.10.2019;20191024
61102124;24.10.2019;20191024
61304863;24.10.2019;20191024
61102411;24.10.2019;20191024
61180043;24.10.2019;20191024
61110030;24.10.2019;20191024
61403767;24.10.2019;20191024
61101215;24.10.2019;20191024
61627175;24.10.2019;20191024
61100649;24.10.2019;20191024
61104208;24.10.2019;20191024
61230158;24.10.2019;20191024
61250052;24.10.2019;20191024
61305554;24.10.2019;20191024
61100568;24.10.2019;20191024
61404811;24.10.2019;20191024
61104069;24.10.2019;20191024
61305712;24.10.2019;20191024
61302961;24.10.2019;20191024
61180462;24.10.2019;20191024
61305506;24.10.2019;20191024
61280253;24.10.2019;20191024
61210201;24.10.2019;20191024
61240021;24.10.2019;20191024
61236432;24.10.2019;20191024
61302632;24.10.2019;20191024
61180055;24.10.2019;20191024
61302487;24.10.2019;20191024
61220042;24.10.2019;20191024
61180120;24.10.2019;20191024
61104046;24.10.2019;20191024
61110035;24.10.2019;20191024
61104412;24.10.2019;20191024
61305362;24.10.2019;20191024
61350174;24.10.2019;20191024
61302032;24.10.2019;20191024
61304545;24.10.2019;20191024
61160012;24.10.2019;20191024
61302784;24.10.2019;20191024
61100996;24.10.2019;20191024
61210449;24.10.2019;20191024
61210003;24.10.2019;20191024
61403810;24.10.2019;20191024
61210023;24.10.2019;20191024
61401537;24.10.2019;20191024
61101845;24.10.2019;20191024
61300018;24.10.2019;20191024
61102683;24.10.2019;20191024
61102074;24.10.2019;20191024
61401956;24.10.2019;20191024
61302266;24.10.2019;20191024
61302412;24.10.2019;20191024
61102093;24.10.2019;20191024
61304863;24.10.2019;20191024
61236379;24.10.2019;20191024
61220063;24.10.2019;20191024
61170003;24.10.2019;20191024
61280101;24.10.2019;20191024
61404284;24.10.2019;20191024
61100251;24.10.2019;20191024
61101186;24.10.2019;20191024
61303792;24.10.2019;20191024
61403318;24.10.2019;20191024
61307020;25.10.2019;20191025
61310056;25.10.2019;20191025
61402076;25.10.2019;20191025
61350305;25.10.2019;20191025
61404370;25.10.2019;20191025
61404043;25.10.2019;20191025
61320047;25.10.2019;20191025
61320047;25.10.2019;20191025
61403460;25.10.2019;20191025
61404562;25.10.2019;20191025
61402756;25.10.2019;20191025
61350031;25.10.2019;20191025
61100798;25.10.2019;20191025
61320101;25.10.2019;20191025
61621212;25.10.2019;20191025
61104158;25.10.2019;20191025
61100218;25.10.2019;20191025
61402775;25.10.2019;20191025
61401518;25.10.2019;20191025
61170083;25.10.2019;20191025
61306018;25.10.2019;20191025
61306018;25.10.2019;20191025
61101754;25.10.2019;20191025
61642043;25.10.2019;20191025
61401124;25.10.2019;20191025
61403407;25.10.2019;20191025
61303982;25.10.2019;20191025
61102488;25.10.2019;20191025
61402369;25.10.2019;20191025
61403643;25.10.2019;20191025
61102629;25.10.2019;20191025
61240035;25.10.2019;20191025
61240035;25.10.2019;20191025
61260115;25.10.2019;20191025
61210313;25.10.2019;20191025
61403407;25.10.2019;20191025
61403608;25.10.2019;20191025
61302910;25.10.2019;20191025
61200031;25.10.2019;20191025
61401006;25.10.2019;20191025
61401784;25.10.2019;20191025
61103169;25.10.2019;20191025
61402417;25.10.2019;20191025
61401480;25.10.2019;20191025
61402772;25.10.2019;20191025
61404611;25.10.2019;20191025
61404302;28.10.2019;20191028
61230047;28.10.2019;20191028
61404044;28.10.2019;20191028
61404345;28.10.2019;20191028
61104525;28.10.2019;20191028
61101215;28.10.2019;20191028
61180186;28.10.2019;20191028
61303429;28.10.2019;20191028
61305120;28.10.2019;20191028
61306055;28.10.2019;20191028
61100975;28.10.2019;20191028
61304554;28.10.2019;20191028
61404291;28.10.2019;20191028
61150072;28.10.2019;20191028
61402865;28.10.2019;20191028
61401836;28.10.2019;20191028
61350305;28.10.2019;20191028
61304726;28.10.2019;20191028
61210445;28.10.2019;20191028
61120091;28.10.2019;20191028
61633250;28.10.2019;20191028
61102172;28.10.2019;20191028
61236432;28.10.2019;20191028
61350234;28.10.2019;20191028
61302010;28.10.2019;20191028
61306215;28.10.2019;20191028
61102454;28.10.2019;20191028
61401376;28.10.2019;20191028
61101701;28.10.2019;20191028
61403703;28.10.2019;20191028
61306087;28.10.2019;20191028
61405042;28.10.2019;20191028
61350053;28.10.2019;20191028
61150078;28.10.2019;20191028
61200056;28.10.2019;20191028
61305144;28.10.2019;20191028
61102344;28.10.2019;20191028
61104315;28.10.2019;20191028
61103540;28.10.2019;20191028
61300308;28.10.2019;20191028
61403936;28.10.2019;20191028
61103638;28.10.2019;20191028
61402894;28.10.2019;20191028
61170257;28.10.2019;20191028
61306057;28.10.2019;20191028
61306057;28.10.2019;20191028
61102114;28.10.2019;20191028
61100575;28.10.2019;20191028
61103927;28.10.2019;20191028
61305747;28.10.2019;20191028
61302242;28.10.2019;20191028
61402318;28.10.2019;20191028
61104508;28.10.2019;20191028
61104075;28.10.2019;20191028
61403337;28.10.2019;20191028
61603069;28.10.2019;20191028
61303606;28.10.2019;20191028
61100298;28.10.2019;20191028
61104183;28.10.2019;20191028
61230008;28.10.2019;20191028
61401216;28.10.2019;20191028
61401357;28.10.2019;20191028
61103905;28.10.2019;20191028
61350123;28.10.2019;20191028
61402592;28.10.2019;20191028
61633457;28.10.2019;20191028
61633462;28.10.2019;20191028
61303439;28.10.2019;20191028
61103328;28.10.2019;20191028
61304816;28.10.2019;20191028
61403648;28.10.2019;20191028
61401654;28.10.2019;20191028
61310027;28.10.2019;20191028
61404453;28.10.2019;20191028
61612480;28.10.2019;20191028
61305169;28.10.2019;20191028
61104192;28.10.2019;20191028
61404026;28.10.2019;20191028
61305143;28.10.2019;20191028
61403815;28.10.2019;20191028
61120001;28.10.2019;20191028
61104056;28.10.2019;20191028
61102441;28.10.2019;20191028
61308008;28.10.2019;20191028
61403525;28.10.2019;20191028
61150087;28.10.2019;20191028
61404105;28.10.2019;20191028
61100218;28.10.2019;20191028
61403771;28.10.2019;20191028
61101295;28.10.2019;20191028
61303914;28.10.2019;20191028
61210235;28.10.2019;20191028
61100890;28.10.2019;20191028
61306097;28.10.2019;20191028
61220082;28.10.2019;20191028
61280101;28.10.2019;20191028
61403583;28.10.2019;20191028
61170003;28.10.2019;20191028
61304835;28.10.2019;20191028
61236564;28.10.2019;20191028
61340017;28.10.2019;20191028
61340017;28.10.2019;20191028
61302371;28.10.2019;20191028
61302682;28.10.2019;20191028
61302418;28.10.2019;20191028
61302310;28.10.2019;20191028
61305726;28.10.2019;20191028
61300016;28.10.2019;20191028
61102094;28.10.2019;20191028
61404221;29.10.2019;20191029
61236738;29.10.2019;20191029
61404177;29.10.2019;20191029
61101997;29.10.2019;20191029
61403571;29.10.2019;20191029
61120159;29.10.2019;20191029
61160091;29.10.2019;20191029
61180457;29.10.2019;20191029
61304220;29.10.2019;20191029
61403365;29.10.2019;20191029
61280019;29.10.2019;20191029
61210147;29.10.2019;20191029
61302897;29.10.2019;20191029
61180455;29.10.2019;20191029
61160046;29.10.2019;20191029
61302709;29.10.2019;20191029
61102902;29.10.2019;20191029
61380120;29.10.2019;20191029
61305902;29.10.2019;20191029
61612411;29.10.2019;20191029
61403515;29.10.2019;20191029
61150074;29.10.2019;20191029
61620607;29.10.2019;20191029
61609049;29.10.2019;20191029
61609109;29.10.2019;20191029
61609143;29.10.2019;20191029
61404411;29.10.2019;20191029
61310033;29.10.2019;20191029
61100945;29.10.2019;20191029
61350090;29.10.2019;20191029
61305331;29.10.2019;20191029
61100157;29.10.2019;20191029
61305544;29.10.2019;20191029
61404222;29.10.2019;20191029
61102065;29.10.2019;20191029
61100197;29.10.2019;20191029
61250035;29.10.2019;20191029
61404167;29.10.2019;20191029
61302377;29.10.2019;20191029
61104319;29.10.2019;20191029
61402838;29.10.2019;20191029
61220011;29.10.2019;20191029
61609016;29.10.2019;20191029
61102258;29.10.2019;20191029
61230107;29.10.2019;20191029
61303695;29.10.2019;20191029
61280059;29.10.2019;20191029
61310033;29.10.2019;20191029
61140058;29.10.2019;20191029
61403278;29.10.2019;20191029
61303921;29.10.2019;20191029
61402664;29.10.2019;20191029
61300233;29.10.2019;20191029
61102536;29.10.2019;20191029
61305726;29.10.2019;20191029
61101816;29.10.2019;20191029
61305506;29.10.2019;20191029
61210126;29.10.2019;20191029
61101319;29.10.2019;20191029
61405013;29.10.2019;20191029
61120057;29.10.2019;20191029
61404350;29.10.2019;20191029
61304080;29.10.2019;20191029
61100352;29.10.2019;20191029
61304216;29.10.2019;20191029
61220028;29.10.2019;20191029
61404494;29.10.2019;20191029
61404686;29.10.2019;20191029
61300308;29.10.2019;20191029
61404286;29.10.2019;20191029
61404538;29.10.2019;20191029
61110039;29.10.2019;20191029
61120044;29.10.2019;20191029
61150003;29.10.2019;20191029
61401714;29.10.2019;20191029
61100649;29.10.2019;20191029
61303854;29.10.2019;20191029
61101163;29.10.2019;20191029
61180292;29.10.2019;20191029
61260020;29.10.2019;20191029
61320101;29.10.2019;20191029
61104158;29.10.2019;20191029
61160164;29.10.2019;20191029
61305818;29.10.2019;20191029
61290141;29.10.2019;20191029
61101047;29.10.2019;20191029
61200009;29.10.2019;20191029
61104379;29.10.2019;20191029
61236379;29.10.2019;20191029
61401319;29.10.2019;20191029
61304858;29.10.2019;20191029
61102011;29.10.2019;20191029
61103260;29.10.2019;20191029
61180386;29.10.2019;20191029
61100551;29.10.2019;20191029
61404756;29.10.2019;20191029
61350214;30.10.2019;20191030
61624190;30.10.2019;20191030
61404978;30.10.2019;20191030
61120112;30.10.2019;20191030
61305900;30.10.2019;20191030
61303101;30.10.2019;20191030
61402775;30.10.2019;20191030
61612054;30.10.2019;20191030
61350051;30.10.2019;20191030
61210421;30.10.2019;20191030
61180187;30.10.2019;20191030
61405015;30.10.2019;20191030
61101817;30.10.2019;20191030
61304745;30.10.2019;20191030
61350121;30.10.2019;20191030
61600180;30.10.2019;20191030
61103091;30.10.2019;20191030
61403443;30.10.2019;20191030
61642043;30.10.2019;20191030
61310033;30.10.2019;20191030
61100623;30.10.2019;20191030
61103481;30.10.2019;20191030
61103730;30.10.2019;20191030
61405042;30.10.2019;20191030
61302622;30.10.2019;20191030
61120011;30.10.2019;20191030
61305141;30.10.2019;20191030
61606288;30.10.2019;20191030
61404589;30.10.2019;20191030
61104303;30.10.2019;20191030
61180043;30.10.2019;20191030
61230107;30.10.2019;20191030
61180132;30.10.2019;20191030
61404538;30.10.2019;20191030
61290126;30.10.2019;20191030
61401953;30.10.2019;20191030
61100980;30.10.2019;20191030
61103221;30.10.2019;20191030
61304519;30.10.2019;20191030
61102941;30.10.2019;20191030
61403972;30.10.2019;20191030
61403033;30.10.2019;20191030
61110071;30.10.2019;20191030
61104319;30.10.2019;20191030
61103623;30.10.2019;20191030
61402892;30.10.2019;20191030
61404971;30.10.2019;20191030
61305843;30.10.2019;20191030
61180386;30.10.2019;20191030
61100755;30.10.2019;20191030
61237854;30.10.2019;20191030
61304858;30.10.2019;20191030
61403886;30.10.2019;20191030
61304745;30.10.2019;20191030
61300016;30.10.2019;20191030
61405039;30.10.2019;20191030
61401820;31.10.2019;20191031
61104151;31.10.2019;20191031
61403178;31.10.2019;20191031
61403382;31.10.2019;20191031
61403549;31.10.2019;20191031
61103898;31.10.2019;20191031
61403409;31.10.2019;20191031
61401253;31.10.2019;20191031
61401899;31.10.2019;20191031
61280185;31.10.2019;20191031
61160094;31.10.2019;20191031
61200029;31.10.2019;20191031
61220005;31.10.2019;20191031
61310013;31.10.2019;20191031
61402848;31.10.2019;20191031
61305842;31.10.2019;20191031
61190058;31.10.2019;20191031
61120057;31.10.2019;20191031
61100672;31.10.2019;20191031
61150059;31.10.2019;20191031
61120055;31.10.2019;20191031
61401953;31.10.2019;20191031
61402757;31.10.2019;20191031
61403324;31.10.2019;20191031
61402256;31.10.2019;20191031
61305544;31.10.2019;20191031
61403143;31.10.2019;20191031
61180233;31.10.2019;20191031
61102065;31.10.2019;20191031
61404027;31.10.2019;20191031
61100630;31.10.2019;20191031
61302382;31.10.2019;20191031
61104246;31.10.2019;20191031
61350031;31.10.2019;20191031
61120213;31.10.2019;20191031
61104070;31.10.2019;20191031
61403234;31.10.2019;20191031
61403587;31.10.2019;20191031
61100552;31.10.2019;20191031
61402027;31.10.2019;20191031
61300094;31.10.2019;20191031
61305117;31.10.2019;20191031
61110047;31.10.2019;20191031
61110047;31.10.2019;20191031
61260021;31.10.2019;20191031
61633634;31.10.2019;20191031
61160016;31.10.2019;20191031
61302716;31.10.2019;20191031
61290072;31.10.2019;20191031
61633351;31.10.2019;20191031
61609365;31.10.2019;20191031
61236567;31.10.2019;20191031
61302750;31.10.2019;20191031
61633594;31.10.2019;20191031
61180277;31.10.2019;20191031
61150009;31.10.2019;20191031
61104422;31.10.2019;20191031
61150171;31.10.2019;20191031
61104445;31.10.2019;20191031
61404650;31.10.2019;20191031
61404326;31.10.2019;20191031
61102254;31.10.2019;20191031
61403120;31.10.2019;20191031
61404780;31.10.2019;20191031
61401239;31.10.2019;20191031
61210242;31.10.2019;20191031
61401217;31.10.2019;20191031
61230008;31.10.2019;20191031
61304751;31.10.2019;20191031
61100727;31.10.2019;20191031
61303822;31.10.2019;20191031
61302709;31.10.2019;20191031
61404536;31.10.2019;20191031
61170110;31.10.2019;20191031
61403404;31.10.2019;20191031
61304739;31.10.2019;20191031
61403567;31.10.2019;20191031
61405043;04.11.2019;20191104
61350214;04.11.2019;20191104
61305846;04.11.2019;20191104
61210380;04.11.2019;20191104
61305828;04.11.2019;20191104
61402745;04.11.2019;20191104
61180324;04.11.2019;20191104
61403935;04.11.2019;20191104
61404967;04.11.2019;20191104
61103169;04.11.2019;20191104
61103068;04.11.2019;20191104
61170038;04.11.2019;20191104
61402582;04.11.2019;20191104
61100680;04.11.2019;20191104
61120159;04.11.2019;20191104
61304800;04.11.2019;20191104
61402368;04.11.2019;20191104
61100930;04.11.2019;20191104
61100759;04.11.2019;20191104
61404128;04.11.2019;20191104
61404741;04.11.2019;20191104
61103527;04.11.2019;20191104
61236646;04.11.2019;20191104
61404019;04.11.2019;20191104
61302839;04.11.2019;20191104
61103420;04.11.2019;20191104
61102034;04.11.2019;20191104
61402458;04.11.2019;20191104
61303347;04.11.2019;20191104
61401554;04.11.2019;20191104
61404099;04.11.2019;20191104
61405025;04.11.2019;20191104
61260013;04.11.2019;20191104
61302909;04.11.2019;20191104
61200009;04.11.2019;20191104
61600141;04.11.2019;20191104
61240064;04.11.2019;20191104
61103113;04.11.2019;20191104
61220086;04.11.2019;20191104
61120099;04.11.2019;20191104
61300269;04.11.2019;20191104
61302985;04.11.2019;20191104
61160011;04.11.2019;20191104
61402597;04.11.2019;20191104
61150078;04.11.2019;20191104
61230245;04.11.2019;20191104
61405030;04.11.2019;20191104
61300308;04.11.2019;20191104
61403460;04.11.2019;20191104
61404241;04.11.2019;20191104
61120208;04.11.2019;20191104
61404335;04.11.2019;20191104
61101754;04.11.2019;20191104
61401374;04.11.2019;20191104
61102922;04.11.2019;20191104
61403842;04.11.2019;20191104
61306087;04.11.2019;20191104
61180034;04.11.2019;20191104
61210228;04.11.2019;20191104
61220010;04.11.2019;20191104
61340010;04.11.2019;20191104
61102306;04.11.2019;20191104
61302351;04.11.2019;20191104
61303614;04.11.2019;20191104
61280111;04.11.2019;20191104
61302242;04.11.2019;20191104
61403584;04.11.2019;20191104
61102887;04.11.2019;20191104
61403353;04.11.2019;20191104
61104336;04.11.2019;20191104
61210032;04.11.2019;20191104
61230057;04.11.2019;20191104
61102861;04.11.2019;20191104
61104103;04.11.2019;20191104
61627175;04.11.2019;20191104
61633011;04.11.2019;20191104
61633329;04.11.2019;20191104
61633192;04.11.2019;20191104
61404086;04.11.2019;20191104
61102433;04.11.2019;20191104
61404486;04.11.2019;20191104
61303159;04.11.2019;20191104
61103263;04.11.2019;20191104
61612576;04.11.2019;20191104
61100890;04.11.2019;20191104
61102046;04.11.2019;20191104
61100302;04.11.2019;20191104
61303863;04.11.2019;20191104
61403689;04.11.2019;20191104
61236325;04.11.2019;20191104
61110039;04.11.2019;20191104
61404885;04.11.2019;20191104
61633490;04.11.2019;20191104
61621212;05.11.2019;20191105
61403032;05.11.2019;20191105
61305808;05.11.2019;20191105
61401310;05.11.2019;20191105
61303053;05.11.2019;20191105
61402044;05.11.2019;20191105
61403813;05.11.2019;20191105
61403495;05.11.2019;20191105
61103578;05.11.2019;20191105
61404177;05.11.2019;20191105
61303227;05.11.2019;20191105
61302897;05.11.2019;20191105
61102999;05.11.2019;20191105
61230047;05.11.2019;20191105
61304549;05.11.2019;20191105
61624165;05.11.2019;20191105
61230088;05.11.2019;20191105
61403993;05.11.2019;20191105
61402870;05.11.2019;20191105
61402186;05.11.2019;20191105
61402669;05.11.2019;20191105
61230239;05.11.2019;20191105
61402376;05.11.2019;20191105
61104454;05.11.2019;20191105
61104217;05.11.2019;20191105
61304545;05.11.2019;20191105
61303822;05.11.2019;20191105
61306030;05.11.2019;20191105
61404005;05.11.2019;20191105
61310053;05.11.2019;20191105
61302872;05.11.2019;20191105
61104531;05.11.2019;20191105
61302444;05.11.2019;20191105
61302709;05.11.2019;20191105
61210313;05.11.2019;20191105
61101816;05.11.2019;20191105
61403224;05.11.2019;20191105
61120026;05.11.2019;20191105
61305748;05.11.2019;20191105
61306079;05.11.2019;20191105
61230107;05.11.2019;20191105
61140007;05.11.2019;20191105
61304088;05.11.2019;20191105
61190039;05.11.2019;20191105
61402223;05.11.2019;20191105
61304726;05.11.2019;20191105
61402943;05.11.2019;20191105
61100596;05.11.2019;20191105
61403452;05.11.2019;20191105
61170006;05.11.2019;20191105
61403137;05.11.2019;20191105
61404422;05.11.2019;20191105
61404978;05.11.2019;20191105
61230028;05.11.2019;20191105
61150171;05.11.2019;20191105
61102258;05.11.2019;20191105
61110024;05.11.2019;20191105
61100187;05.11.2019;20191105
61402597;05.11.2019;20191105
61230182;05.11.2019;20191105
61404025;05.11.2019;20191105
61220091;05.11.2019;20191105
61280076;05.11.2019;20191105
61160144;05.11.2019;20191105
61402248;05.11.2019;20191105
61104152;05.11.2019;20191105
61350090;05.11.2019;20191105
61130024;05.11.2019;20191105
61402256;05.11.2019;20191105
61220095;05.11.2019;20191105
61302612;05.11.2019;20191105
61302979;05.11.2019;20191105
61170066;05.11.2019;20191105
61402195;05.11.2019;20191105
61404167;05.11.2019;20191105
61140071;05.11.2019;20191105
61160045;05.11.2019;20191105
61305362;05.11.2019;20191105
61236606;05.11.2019;20191105
61120059;05.11.2019;20191105
61102344;05.11.2019;20191105
61303695;05.11.2019;20191105
61403930;05.11.2019;20191105
61404276;05.11.2019;20191105
61403481;05.11.2019;20191105
61100996;05.11.2019;20191105
61404848;05.11.2019;20191105
61100083;05.11.2019;20191105
61304559;05.11.2019;20191105
61612387;05.11.2019;20191105
61404586;05.11.2019;20191105
61403160;05.11.2019;20191105
61612025;05.11.2019;20191105
61403446;05.11.2019;20191105
61103808;05.11.2019;20191105
61104012;05.11.2019;20191105
61403447;05.11.2019;20191105
61303147;05.11.2019;20191105
61404686;05.11.2019;20191105
61300308;05.11.2019;20191105
61303107;05.11.2019;20191105
61230172;05.11.2019;20191105
61236379;05.11.2019;20191105
61303167;05.11.2019;20191105
61110052;05.11.2019;20191105
61404883;05.11.2019;20191105
61303652;05.11.2019;20191105
61102981;05.11.2019;20191105
61404003;05.11.2019;20191105
61403916;05.11.2019;20191105
61303953;05.11.2019;20191105
61303914;05.11.2019;20191105
61350152;05.11.2019;20191105
61102629;05.11.2019;20191105
61310043;06.11.2019;20191106
61303397;06.11.2019;20191106
61401674;06.11.2019;20191106
61103235;06.11.2019;20191106
61170038;06.11.2019;20191106
61402506;06.11.2019;20191106
61305819;06.11.2019;20191106
61403295;06.11.2019;20191106
61102066;06.11.2019;20191106
61303429;06.11.2019;20191106
61403120;06.11.2019;20191106
61303262;06.11.2019;20191106
61180032;06.11.2019;20191106
61404181;06.11.2019;20191106
61304571;06.11.2019;20191106
61403719;06.11.2019;20191106
61306082;06.11.2019;20191106
61303863;06.11.2019;20191106
61150072;06.11.2019;20191106
61403590;06.11.2019;20191106
61401105;06.11.2019;20191106
61220028;06.11.2019;20191106
61620562;06.11.2019;20191106
61340022;06.11.2019;20191106
61104501;06.11.2019;20191106
61103669;06.11.2019;20191106
61404789;06.11.2019;20191106
61308009;06.11.2019;20191106
61403852;06.11.2019;20191106
61160075;06.11.2019;20191106
61401207;06.11.2019;20191106
61290046;06.11.2019;20191106
61404276;06.11.2019;20191106
61401331;06.11.2019;20191106
61350031;06.11.2019;20191106
61104068;06.11.2019;20191106
61102781;06.11.2019;20191106
61402834;06.11.2019;20191106
61102945;06.11.2019;20191106
61350009;06.11.2019;20191106
61100508;06.11.2019;20191106
61120010;06.11.2019;20191106
61403244;06.11.2019;20191106
61320044;06.11.2019;20191106
61220097;06.11.2019;20191106
61103359;06.11.2019;20191106
61101291;06.11.2019;20191106
61200038;06.11.2019;20191106
61102872;06.11.2019;20191106
61403324;06.11.2019;20191106
61404436;06.11.2019;20191106
61180036;06.11.2019;20191106
61305582;06.11.2019;20191106
61302162;06.11.2019;20191106
61305732;06.11.2019;20191106
61290071;06.11.2019;20191106
61210109;06.11.2019;20191106
61130005;06.11.2019;20191106
61104413;06.11.2019;20191106
61621192;06.11.2019;20191106
61627574;06.11.2019;20191106
61618191;06.11.2019;20191106
61618082;06.11.2019;20191106
61308838;06.11.2019;20191106
61303967;06.11.2019;20191106
61220019;06.11.2019;20191106
61403314;06.11.2019;20191106
61302135;06.11.2019;20191106
61308873;06.11.2019;20191106
61303802;06.11.2019;20191106
61160016;06.11.2019;20191106
61402757;06.11.2019;20191106
61220126;06.11.2019;20191106
61402710;06.11.2019;20191106
61403906;06.11.2019;20191106
61260084;06.11.2019;20191106
61303961;06.11.2019;20191106
61302039;06.11.2019;20191106
61230014;06.11.2019;20191106
61402397;06.11.2019;20191106
61402834;06.11.2019;20191106
61303979;06.11.2019;20191106
61104084;06.11.2019;20191106
61102065;06.11.2019;20191106
61102294;06.11.2019;20191106
61180148;06.11.2019;20191106
61180115;06.11.2019;20191106
61236581;06.11.2019;20191106
61101976;06.11.2019;20191106
61615159;06.11.2019;20191106
61101319;06.11.2019;20191106
61621094;06.11.2019;20191106
61403138;06.11.2019;20191106
61260148;06.11.2019;20191106
61220116;06.11.2019;20191106
61104157;06.11.2019;20191106
61404102;06.11.2019;20191106
61300308;06.11.2019;20191106
61404585;06.11.2019;20191106
61290815;06.11.2019;20191106
61302481;06.11.2019;20191106
61103057;06.11.2019;20191106
61403533;06.11.2019;20191106
61404709;06.11.2019;20191106
61310009;06.11.2019;20191106
61104092;06.11.2019;20191106
61210242;06.11.2019;20191106
61160073;06.11.2019;20191106
61300042;06.11.2019;20191106
61403583;06.11.2019;20191106
61304858;06.11.2019;20191106
61304802;06.11.2019;20191106
61403785;06.11.2019;20191106
61404284;06.11.2019;20191106
61104167;06.11.2019;20191106
61401918;06.11.2019;20191106
61401473;06.11.2019;20191106
61404436;06.11.2019;20191106
61320096;07.11.2019;20191107
61403523;07.11.2019;20191107
61280177;07.11.2019;20191107
61305843;07.11.2019;20191107
61402076;07.11.2019;20191107
61310034;07.11.2019;20191107
61350172;07.11.2019;20191107
61260147;07.11.2019;20191107
61303314;07.11.2019;20191107
61310056;07.11.2019;20191107
61304521;07.11.2019;20191107
61402368;07.11.2019;20191107
61404134;07.11.2019;20191107
61210024;07.11.2019;20191107
61103497;07.11.2019;20191107
61100649;07.11.2019;20191107
61305900;07.11.2019;20191107
61280175;07.11.2019;20191107
61404500;07.11.2019;20191107
61404880;07.11.2019;20191107
61302001;07.11.2019;20191107
61101314;07.11.2019;20191107
61100575;07.11.2019;20191107
61609054;07.11.2019;20191107
61600330;07.11.2019;20191107
61380077;07.11.2019;20191107
61302266;07.11.2019;20191107
61609360;07.11.2019;20191107
61402545;07.11.2019;20191107
61210102;07.11.2019;20191107
61609017;07.11.2019;20191107
61642043;07.11.2019;20191107
61250010;07.11.2019;20191107
61250010;07.11.2019;20191107
61340006;07.11.2019;20191107
61180462;07.11.2019;20191107
61230208;07.11.2019;20191107
61305586;07.11.2019;20191107
61404844;07.11.2019;20191107
61104154;07.11.2019;20191107
61350294;07.11.2019;20191107
61305548;07.11.2019;20191107
61102609;07.11.2019;20191107
61280180;07.11.2019;20191107
61101834;07.11.2019;20191107
61103147;07.11.2019;20191107
61403914;07.11.2019;20191107
61401520;07.11.2019;20191107
61302461;07.11.2019;20191107
61302503;07.11.2019;20191107
61110049;07.11.2019;20191107
61102815;07.11.2019;20191107
61260078;07.11.2019;20191107
61404686;07.11.2019;20191107
61102349;07.11.2019;20191107
61304208;07.11.2019;20191107
61402733;07.11.2019;20191107
61102781;07.11.2019;20191107
61280088;07.11.2019;20191107
61280073;07.11.2019;20191107
61405037;07.11.2019;20191107
61302657;07.11.2019;20191107
