Partner-/Kundenummer;Datum;Datumformat
61403361;06.02.2018;20180206
61302871;06.02.2018;20180206
61210201;06.02.2018;20180206
61403535;06.02.2018;20180206
61303811;06.02.2018;20180206
61310038;06.02.2018;20180206
61303761;06.02.2018;20180206
61260096;06.02.2018;20180206
61104278;06.02.2018;20180206
61302998;06.02.2018;20180206
61402802;06.02.2018;20180206
61302336;06.02.2018;20180206
61402682;06.02.2018;20180206
61627055;06.02.2018;20180206
61609159;06.02.2018;20180206
61305573;06.02.2018;20180206
61100595;06.02.2018;20180206
61300096;06.02.2018;20180206
61104154;06.02.2018;20180206
61300051;06.02.2018;20180206
61103247;06.02.2018;20180206
61403591;06.02.2018;20180206
61302789;06.02.2018;20180206
61302211;06.02.2018;20180206
61103603;06.02.2018;20180206
61104121;06.02.2018;20180206
61103632;06.02.2018;20180206
61305331;06.02.2018;20180206
61103677;06.02.2018;20180206
61100953;06.02.2018;20180206
61305818;06.02.2018;20180206
61103235;06.02.2018;20180206
61236179;06.02.2018;20180206
61120212;06.02.2018;20180206
61403483;06.02.2018;20180206
61402685;06.02.2018;20180206
61303914;06.02.2018;20180206
61102169;06.02.2018;20180206
61103221;06.02.2018;20180206
61101388;06.02.2018;20180206
61210068;06.02.2018;20180206
61302409;06.02.2018;20180206
61302668;06.02.2018;20180206
61103857;06.02.2018;20180206
61300042;06.02.2018;20180206
61403423;06.02.2018;20180206
61104373;06.02.2018;20180206
61160073;06.02.2018;20180206
61102273;06.02.2018;20180206
61403506;06.02.2018;20180206
61236709;06.02.2018;20180206
61402974;06.02.2018;20180206
61402463;06.02.2018;20180206
61302703;06.02.2018;20180206
61633487;06.02.2018;20180206
61401709;06.02.2018;20180206
61300016;06.02.2018;20180206
61180196;06.02.2018;20180206
61150003;06.02.2018;20180206
61100604;06.02.2018;20180206
61303262;07.02.2018;20180207
61401916;07.02.2018;20180207
61103831;07.02.2018;20180207
61401169;07.02.2018;20180207
61304554;07.02.2018;20180207
61180248;07.02.2018;20180207
61103602;07.02.2018;20180207
61302895;07.02.2018;20180207
61305510;07.02.2018;20180207
61403754;07.02.2018;20180207
61180032;07.02.2018;20180207
61100345;07.02.2018;20180207
61100576;07.02.2018;20180207
61401969;07.02.2018;20180207
61104072;07.02.2018;20180207
61302984;07.02.2018;20180207
61305510;07.02.2018;20180207
61300261;07.02.2018;20180207
61104498;07.02.2018;20180207
61120091;07.02.2018;20180207
61220037;07.02.2018;20180207
61302909;07.02.2018;20180207
61401848;07.02.2018;20180207
61240065;07.02.2018;20180207
61290083;07.02.2018;20180207
61306036;07.02.2018;20180207
61102587;07.02.2018;20180207
61280239;07.02.2018;20180207
61103955;07.02.2018;20180207
61102752;07.02.2018;20180207
61302911;07.02.2018;20180207
61100759;07.02.2018;20180207
61102973;07.02.2018;20180207
61302639;07.02.2018;20180207
61102588;07.02.2018;20180207
61402994;07.02.2018;20180207
61102488;07.02.2018;20180207
61104351;07.02.2018;20180207
61180101;07.02.2018;20180207
61401604;07.02.2018;20180207
61236474;07.02.2018;20180207
61305544;07.02.2018;20180207
61302596;07.02.2018;20180207
61160132;07.02.2018;20180207
61633497;07.02.2018;20180207
61104158;07.02.2018;20180207
61230056;07.02.2018;20180207
61403289;07.02.2018;20180207
61310029;07.02.2018;20180207
61230172;07.02.2018;20180207
61101723;07.02.2018;20180207
61300045;07.02.2018;20180207
61403257;07.02.2018;20180207
61303726;07.02.2018;20180207
61402839;07.02.2018;20180207
61403144;07.02.2018;20180207
61402189;07.02.2018;20180207
61100604;08.02.2018;20180208
61303727;08.02.2018;20180208
61102262;08.02.2018;20180208
61210032;08.02.2018;20180208
61160020;08.02.2018;20180208
61627116;08.02.2018;20180208
61260148;08.02.2018;20180208
61403529;08.02.2018;20180208
61102256;08.02.2018;20180208
61103450;08.02.2018;20180208
61627565;08.02.2018;20180208
61120095;08.02.2018;20180208
61170218;08.02.2018;20180208
61624258;08.02.2018;20180208
61102414;08.02.2018;20180208
61101319;08.02.2018;20180208
61403676;08.02.2018;20180208
61304706;08.02.2018;20180208
61237138;08.02.2018;20180208
61120066;08.02.2018;20180208
61290016;08.02.2018;20180208
61100646;08.02.2018;20180208
61101118;08.02.2018;20180208
61160058;08.02.2018;20180208
61100623;08.02.2018;20180208
61302934;08.02.2018;20180208
61402996;08.02.2018;20180208
61300247;08.02.2018;20180208
61100669;08.02.2018;20180208
61302914;08.02.2018;20180208
61401019;08.02.2018;20180208
61230094;08.02.2018;20180208
61180454;08.02.2018;20180208
61140056;08.02.2018;20180208
61402458;08.02.2018;20180208
61403510;08.02.2018;20180208
61402997;08.02.2018;20180208
61290005;08.02.2018;20180208
61180137;08.02.2018;20180208
61403051;08.02.2018;20180208
61280076;08.02.2018;20180208
61320072;08.02.2018;20180208
61403696;08.02.2018;20180208
61300018;08.02.2018;20180208
61303652;08.02.2018;20180208
61104152;08.02.2018;20180208
61403051;08.02.2018;20180208
61104319;08.02.2018;20180208
61102380;08.02.2018;20180208
61170006;08.02.2018;20180208
61306215;08.02.2018;20180208
61250079;08.02.2018;20180208
61402936;08.02.2018;20180208
61160076;08.02.2018;20180208
61403499;08.02.2018;20180208
61300094;08.02.2018;20180208
61302784;08.02.2018;20180208
61403428;08.02.2018;20180208
61310004;08.02.2018;20180208
61220173;08.02.2018;20180208
61302632;08.02.2018;20180208
61624244;08.02.2018;20180208
61402526;08.02.2018;20180208
61310027;08.02.2018;20180208
61306087;08.02.2018;20180208
61160051;08.02.2018;20180208
61402966;08.02.2018;20180208
61330027;08.02.2018;20180208
61612204;08.02.2018;20180208
61303020;08.02.2018;20180208
61103677;08.02.2018;20180208
61310171;08.02.2018;20180208
61100283;08.02.2018;20180208
61303167;08.02.2018;20180208
61280036;08.02.2018;20180208
61210389;08.02.2018;20180208
61240021;08.02.2018;20180208
61303976;08.02.2018;20180208
61240035;09.02.2018;20180209
61100936;09.02.2018;20180209
61306010;09.02.2018;20180209
61401605;09.02.2018;20180209
61403176;09.02.2018;20180209
61120055;09.02.2018;20180209
61104070;09.02.2018;20180209
61303317;09.02.2018;20180209
61403327;09.02.2018;20180209
61120011;09.02.2018;20180209
61180297;09.02.2018;20180209
61402541;09.02.2018;20180209
61350031;09.02.2018;20180209
61303159;09.02.2018;20180209
61403128;09.02.2018;20180209
61240018;09.02.2018;20180209
61302622;09.02.2018;20180209
61402027;09.02.2018;20180209
61210004;09.02.2018;20180209
61102742;09.02.2018;20180209
61305843;09.02.2018;20180209
61403754;12.02.2018;20180212
61210050;12.02.2018;20180212
61402076;12.02.2018;20180212
61306053;12.02.2018;20180212
61401605;12.02.2018;20180212
61304532;12.02.2018;20180212
61170022;12.02.2018;20180212
61102094;12.02.2018;20180212
61403144;12.02.2018;20180212
61210150;12.02.2018;20180212
61303397;12.02.2018;20180212
61303838;12.02.2018;20180212
61220146;12.02.2018;20180212
61302709;12.02.2018;20180212
61403764;12.02.2018;20180212
61403394;12.02.2018;20180212
61140045;12.02.2018;20180212
61170083;12.02.2018;20180212
61403373;12.02.2018;20180212
61210449;12.02.2018;20180212
61305520;12.02.2018;20180212
61104192;12.02.2018;20180212
61305529;12.02.2018;20180212
61302130;12.02.2018;20180212
61403642;12.02.2018;20180212
61305586;12.02.2018;20180212
61220028;12.02.2018;20180212
61310088;12.02.2018;20180212
61180282;12.02.2018;20180212
61403120;12.02.2018;20180212
61302211;12.02.2018;20180212
61170247;12.02.2018;20180212
61606026;12.02.2018;20180212
61290071;12.02.2018;20180212
61305076;12.02.2018;20180212
61402810;12.02.2018;20180212
61304739;12.02.2018;20180212
61130041;12.02.2018;20180212
61280059;12.02.2018;20180212
61401564;12.02.2018;20180212
61402271;12.02.2018;20180212
61401294;12.02.2018;20180212
61102361;12.02.2018;20180212
61103577;12.02.2018;20180212
61302037;12.02.2018;20180212
61102065;12.02.2018;20180212
61320119;12.02.2018;20180212
61102429;12.02.2018;20180212
61160046;12.02.2018;20180212
61603058;12.02.2018;20180212
61642043;12.02.2018;20180212
61606245;12.02.2018;20180212
61302486;12.02.2018;20180212
61104445;12.02.2018;20180212
61402745;12.02.2018;20180212
61305819;12.02.2018;20180212
61104158;12.02.2018;20180212
61180036;12.02.2018;20180212
61402044;12.02.2018;20180212
61103260;12.02.2018;20180212
61100231;12.02.2018;20180212
61101008;12.02.2018;20180212
61402481;12.02.2018;20180212
61104517;12.02.2018;20180212
61103220;12.02.2018;20180212
61120102;12.02.2018;20180212
61104127;12.02.2018;20180212
61100890;12.02.2018;20180212
61403805;13.02.2018;20180213
61403324;14.02.2018;20180214
61402827;15.02.2018;20180215
61627175;16.02.2018;20180216
61401605;16.02.2018;20180216
61210032;16.02.2018;20180216
61403176;16.02.2018;20180216
61100251;16.02.2018;20180216
61102017;16.02.2018;20180216
61304554;16.02.2018;20180216
61642043;16.02.2018;20180216
61103378;16.02.2018;20180216
61103378;16.02.2018;20180216
61402654;16.02.2018;20180216
61210313;16.02.2018;20180216
61100649;16.02.2018;20180216
61303979;16.02.2018;20180216
61302870;16.02.2018;20180216
61302632;16.02.2018;20180216
61350234;16.02.2018;20180216
61403048;16.02.2018;20180216
61120044;16.02.2018;20180216
61304816;16.02.2018;20180216
61302492;16.02.2018;20180216
61402936;19.02.2018;20180219
61170247;19.02.2018;20180219
61306215;19.02.2018;20180219
61170038;19.02.2018;20180219
61230208;19.02.2018;20180219
61303347;19.02.2018;20180219
61306018;19.02.2018;20180219
61101850;19.02.2018;20180219
61100901;19.02.2018;20180219
61120152;19.02.2018;20180219
61403172;19.02.2018;20180219
61350172;19.02.2018;20180219
61230082;19.02.2018;20180219
61150072;19.02.2018;20180219
61402590;19.02.2018;20180219
61402829;19.02.2018;20180219
61302984;19.02.2018;20180219
61642043;19.02.2018;20180219
61350133;19.02.2018;20180219
61403767;19.02.2018;20180219
61100749;19.02.2018;20180219
61300269;19.02.2018;20180219
61302985;19.02.2018;20180219
61603069;19.02.2018;20180219
61303844;19.02.2018;20180219
61633661;19.02.2018;20180219
61236378;19.02.2018;20180219
61403799;19.02.2018;20180219
61101754;19.02.2018;20180219
61100612;19.02.2018;20180219
61403279;19.02.2018;20180219
61200031;19.02.2018;20180219
61102001;19.02.2018;20180219
61103815;19.02.2018;20180219
61104157;19.02.2018;20180219
61100780;19.02.2018;20180219
61310011;19.02.2018;20180219
61305117;19.02.2018;20180219
61350274;19.02.2018;20180219
61260185;19.02.2018;20180219
61103230;19.02.2018;20180219
61303725;19.02.2018;20180219
61210036;19.02.2018;20180219
61403708;19.02.2018;20180219
61102897;19.02.2018;20180219
61101035;19.02.2018;20180219
61401953;19.02.2018;20180219
61401805;19.02.2018;20180219
61104534;19.02.2018;20180219
61310004;19.02.2018;20180219
61302021;19.02.2018;20180219
61101222;19.02.2018;20180219
61401518;19.02.2018;20180219
61303725;19.02.2018;20180219
61350158;19.02.2018;20180219
61104158;19.02.2018;20180219
61210036;19.02.2018;20180219
61236474;19.02.2018;20180219
61380072;19.02.2018;20180219
61305544;19.02.2018;20180219
61230234;19.02.2018;20180219
61403560;19.02.2018;20180219
61305473;19.02.2018;20180219
61104103;19.02.2018;20180219
61104070;19.02.2018;20180219
61402697;19.02.2018;20180219
61200009;19.02.2018;20180219
61150009;19.02.2018;20180219
61300308;19.02.2018;20180219
61310139;19.02.2018;20180219
61306087;19.02.2018;20180219
61180278;19.02.2018;20180219
61600435;19.02.2018;20180219
61306097;19.02.2018;20180219
61300052;19.02.2018;20180219
61104373;19.02.2018;20180219
61403257;19.02.2018;20180219
61260165;19.02.2018;20180219
61302480;19.02.2018;20180219
61290041;19.02.2018;20180219
61100569;19.02.2018;20180219
61100082;19.02.2018;20180219
61380055;19.02.2018;20180219
61303822;19.02.2018;20180219
61100353;19.02.2018;20180219
61403754;20.02.2018;20180220
61403702;20.02.2018;20180220
61101771;20.02.2018;20180220
61160020;20.02.2018;20180220
61303342;20.02.2018;20180220
61403720;20.02.2018;20180220
61104068;20.02.2018;20180220
61627565;20.02.2018;20180220
61210323;20.02.2018;20180220
61103956;20.02.2018;20180220
61302895;20.02.2018;20180220
61110006;20.02.2018;20180220
61300051;20.02.2018;20180220
61103955;20.02.2018;20180220
61320162;20.02.2018;20180220
61403525;20.02.2018;20180220
61600458;20.02.2018;20180220
61103831;20.02.2018;20180220
61280253;20.02.2018;20180220
61210126;20.02.2018;20180220
61101272;20.02.2018;20180220
61302961;20.02.2018;20180220
61302724;20.02.2018;20180220
61220054;20.02.2018;20180220
61180034;20.02.2018;20180220
61340019;20.02.2018;20180220
61308846;20.02.2018;20180220
61350215;20.02.2018;20180220
61302880;20.02.2018;20180220
61606152;20.02.2018;20180220
61402212;20.02.2018;20180220
61606026;20.02.2018;20180220
61401803;20.02.2018;20180220
61401389;20.02.2018;20180220
61403137;20.02.2018;20180220
61302709;20.02.2018;20180220
61101742;20.02.2018;20180220
61402482;20.02.2018;20180220
61303375;20.02.2018;20180220
61103824;20.02.2018;20180220
61103955;20.02.2018;20180220
61350067;20.02.2018;20180220
61310105;20.02.2018;20180220
61403808;20.02.2018;20180220
61320101;20.02.2018;20180220
61305843;20.02.2018;20180220
61102065;20.02.2018;20180220
61350234;20.02.2018;20180220
61104351;20.02.2018;20180220
61403669;20.02.2018;20180220
61100727;20.02.2018;20180220
61402682;20.02.2018;20180220
61180308;20.02.2018;20180220
61220042;20.02.2018;20180220
61304208;20.02.2018;20180220
61300274;20.02.2018;20180220
61624066;20.02.2018;20180220
61280073;20.02.2018;20180220
61302487;20.02.2018;20180220
61402607;20.02.2018;20180220
61180084;20.02.2018;20180220
61302494;20.02.2018;20180220
61290028;20.02.2018;20180220
61100872;20.02.2018;20180220
61102999;20.02.2018;20180220
61102432;20.02.2018;20180220
61290015;20.02.2018;20180220
61290126;20.02.2018;20180220
61401221;20.02.2018;20180220
61100300;20.02.2018;20180220
61403583;20.02.2018;20180220
61110052;20.02.2018;20180220
61303115;20.02.2018;20180220
61310009;20.02.2018;20180220
61104416;20.02.2018;20180220
61103430;20.02.2018;20180220
61103076;20.02.2018;20180220
61401480;20.02.2018;20180220
61300307;20.02.2018;20180220
61104462;21.02.2018;20180221
61103798;21.02.2018;20180221
61280019;21.02.2018;20180221
61303310;21.02.2018;20180221
61300124;21.02.2018;20180221
61303336;21.02.2018;20180221
61627176;21.02.2018;20180221
61401086;21.02.2018;20180221
61402923;21.02.2018;20180221
61240053;21.02.2018;20180221
61104151;21.02.2018;20180221
61190010;21.02.2018;20180221
61306063;21.02.2018;20180221
61210015;21.02.2018;20180221
61306088;21.02.2018;20180221
61403755;21.02.2018;20180221
61609122;21.02.2018;20180221
61100739;21.02.2018;20180221
61402781;21.02.2018;20180221
61310038;21.02.2018;20180221
61401315;21.02.2018;20180221
61210102;21.02.2018;20180221
61401827;21.02.2018;20180221
61402597;21.02.2018;20180221
61220179;21.02.2018;20180221
61103014;21.02.2018;20180221
61230033;21.02.2018;20180221
61100197;21.02.2018;20180221
61104288;21.02.2018;20180221
61401653;21.02.2018;20180221
61102872;21.02.2018;20180221
61403699;21.02.2018;20180221
61609086;21.02.2018;20180221
61102515;21.02.2018;20180221
61403552;21.02.2018;20180221
61609054;21.02.2018;20180221
61620551;21.02.2018;20180221
61210584;21.02.2018;20180221
61403787;21.02.2018;20180221
61100187;21.02.2018;20180221
61230138;21.02.2018;20180221
61401891;21.02.2018;20180221
61303697;21.02.2018;20180221
61303697;21.02.2018;20180221
61403243;21.02.2018;20180221
61120079;21.02.2018;20180221
61210004;21.02.2018;20180221
61300039;21.02.2018;20180221
61401916;21.02.2018;20180221
61130024;21.02.2018;20180221
61170223;21.02.2018;20180221
61403262;21.02.2018;20180221
61100218;21.02.2018;20180221
61103677;21.02.2018;20180221
61403756;21.02.2018;20180221
61101701;21.02.2018;20180221
61100551;21.02.2018;20180221
61402397;21.02.2018;20180221
61403345;21.02.2018;20180221
61280076;21.02.2018;20180221
61280140;21.02.2018;20180221
61402195;21.02.2018;20180221
61104152;21.02.2018;20180221
61180466;21.02.2018;20180221
61302936;21.02.2018;20180221
61403559;21.02.2018;20180221
61102816;21.02.2018;20180221
61302945;21.02.2018;20180221
61103741;21.02.2018;20180221
61236516;21.02.2018;20180221
61401206;21.02.2018;20180221
61403545;21.02.2018;20180221
61401644;21.02.2018;20180221
61102588;21.02.2018;20180221
61101295;21.02.2018;20180221
61236467;21.02.2018;20180221
61150040;21.02.2018;20180221
61633601;21.02.2018;20180221
61160024;21.02.2018;20180221
61180151;21.02.2018;20180221
61612475;21.02.2018;20180221
61230169;21.02.2018;20180221
61180064;21.02.2018;20180221
61302447;21.02.2018;20180221
61320009;21.02.2018;20180221
61302798;21.02.2018;20180221
61220086;21.02.2018;20180221
61303134;21.02.2018;20180221
61303107;21.02.2018;20180221
61302427;21.02.2018;20180221
61310029;21.02.2018;20180221
61220063;21.02.2018;20180221
61104435;21.02.2018;20180221
61103113;21.02.2018;20180221
61103910;21.02.2018;20180221
61402068;21.02.2018;20180221
61280101;21.02.2018;20180221
61303700;21.02.2018;20180221
61303751;21.02.2018;20180221
61100604;21.02.2018;20180221
61402763;22.02.2018;20180222
61403515;22.02.2018;20180222
61237072;22.02.2018;20180222
61180115;22.02.2018;20180222
61401476;22.02.2018;20180222
61403676;22.02.2018;20180222
61180277;22.02.2018;20180222
61120277;22.02.2018;20180222
61402129;22.02.2018;20180222
61180004;22.02.2018;20180222
61103473;22.02.2018;20180222
61304549;22.02.2018;20180222
61280018;22.02.2018;20180222
61230172;22.02.2018;20180222
61160254;22.02.2018;20180222
61402419;22.02.2018;20180222
61402770;22.02.2018;20180222
61200029;22.02.2018;20180222
61200024;22.02.2018;20180222
61102918;22.02.2018;20180222
61402513;22.02.2018;20180222
61310062;22.02.2018;20180222
61304726;22.02.2018;20180222
61402073;22.02.2018;20180222
61401916;22.02.2018;20180222
61150048;22.02.2018;20180222
61402014;22.02.2018;20180222
61403070;22.02.2018;20180222
61302382;22.02.2018;20180222
61103974;22.02.2018;20180222
61302979;22.02.2018;20180222
61302921;22.02.2018;20180222
61303674;22.02.2018;20180222
61401956;22.02.2018;20180222
61280094;22.02.2018;20180222
61104140;22.02.2018;20180222
61260078;22.02.2018;20180222
61606093;22.02.2018;20180222
61606187;22.02.2018;20180222
61120147;22.02.2018;20180222
61305183;22.02.2018;20180222
61303695;22.02.2018;20180222
61402789;22.02.2018;20180222
61620590;22.02.2018;20180222
61609365;22.02.2018;20180222
61402663;22.02.2018;20180222
61302911;22.02.2018;20180222
61160164;22.02.2018;20180222
61303697;22.02.2018;20180222
61303695;22.02.2018;20180222
61100605;22.02.2018;20180222
61210120;22.02.2018;20180222
61160076;22.02.2018;20180222
61170200;22.02.2018;20180222
61260021;22.02.2018;20180222
61100953;22.02.2018;20180222
61302532;22.02.2018;20180222
61230169;22.02.2018;20180222
61104162;22.02.2018;20180222
61401822;22.02.2018;20180222
61302527;22.02.2018;20180222
61303917;22.02.2018;20180222
61401409;22.02.2018;20180222
61403571;22.02.2018;20180222
61618103;22.02.2018;20180222
61304220;22.02.2018;20180222
61305819;22.02.2018;20180222
61401518;22.02.2018;20180222
61160046;22.02.2018;20180222
61230061;22.02.2018;20180222
61300308;22.02.2018;20180222
61340017;22.02.2018;20180222
61401698;22.02.2018;20180222
61101194;22.02.2018;20180222
61236786;22.02.2018;20180222
61403643;22.02.2018;20180222
61402905;22.02.2018;20180222
61302716;22.02.2018;20180222
61100352;22.02.2018;20180222
61102283;22.02.2018;20180222
61120012;22.02.2018;20180222
61401499;22.02.2018;20180222
61150003;22.02.2018;20180222
61302703;22.02.2018;20180222
61102088;22.02.2018;20180222
61302703;22.02.2018;20180222
61403128;23.02.2018;20180223
61303262;23.02.2018;20180223
61280083;23.02.2018;20180223
61180324;23.02.2018;20180223
61150059;23.02.2018;20180223
61170038;23.02.2018;20180223
61110071;23.02.2018;20180223
61102750;23.02.2018;20180223
61200024;23.02.2018;20180223
61200024;23.02.2018;20180223
61280137;23.02.2018;20180223
61102495;23.02.2018;20180223
61120011;23.02.2018;20180223
61302487;23.02.2018;20180223
61302846;23.02.2018;20180223
61210346;23.02.2018;20180223
61403818;23.02.2018;20180223
61102376;23.02.2018;20180223
61260025;23.02.2018;20180223
61302266;23.02.2018;20180223
61401799;23.02.2018;20180223
61350051;23.02.2018;20180223
61403546;23.02.2018;20180223
61401554;23.02.2018;20180223
61180196;23.02.2018;20180223
61350076;23.02.2018;20180223
61200024;24.02.2018;20180224
61280019;26.02.2018;20180226
61306030;26.02.2018;20180226
61101291;26.02.2018;20180226
61310112;26.02.2018;20180226
61303391;26.02.2018;20180226
61120104;26.02.2018;20180226
61401605;26.02.2018;20180226
61240053;26.02.2018;20180226
61403032;26.02.2018;20180226
61210323;26.02.2018;20180226
61310040;26.02.2018;20180226
61210034;26.02.2018;20180226
61102492;26.02.2018;20180226
61101125;26.02.2018;20180226
61403648;26.02.2018;20180226
61350134;26.02.2018;20180226
61305144;26.02.2018;20180226
61380034;26.02.2018;20180226
61304551;26.02.2018;20180226
61401944;26.02.2018;20180226
61302928;26.02.2018;20180226
61120049;26.02.2018;20180226
61260096;26.02.2018;20180226
61302928;26.02.2018;20180226
61140031;26.02.2018;20180226
61110080;26.02.2018;20180226
61200029;26.02.2018;20180226
61170215;26.02.2018;20180226
61401916;26.02.2018;20180226
61101817;26.02.2018;20180226
61401095;26.02.2018;20180226
61180190;26.02.2018;20180226
61403061;26.02.2018;20180226
61402507;26.02.2018;20180226
61102609;26.02.2018;20180226
61403515;26.02.2018;20180226
61305747;26.02.2018;20180226
61100779;26.02.2018;20180226
61230088;26.02.2018;20180226
61101314;26.02.2018;20180226
61120132;26.02.2018;20180226
61104245;26.02.2018;20180226
61403657;26.02.2018;20180226
61280001;26.02.2018;20180226
61401790;26.02.2018;20180226
61302480;26.02.2018;20180226
61110024;26.02.2018;20180226
61302493;26.02.2018;20180226
61102571;26.02.2018;20180226
61302825;26.02.2018;20180226
61103298;26.02.2018;20180226
61100739;26.02.2018;20180226
61403375;26.02.2018;20180226
61170240;26.02.2018;20180226
61170200;26.02.2018;20180226
61280032;26.02.2018;20180226
61401758;26.02.2018;20180226
61102334;26.02.2018;20180226
61403821;26.02.2018;20180226
61103638;26.02.2018;20180226
61609150;26.02.2018;20180226
61401440;26.02.2018;20180226
61609109;26.02.2018;20180226
61609143;26.02.2018;20180226
61600472;26.02.2018;20180226
61609007;26.02.2018;20180226
61103182;26.02.2018;20180226
61403635;26.02.2018;20180226
61612497;26.02.2018;20180226
61103256;26.02.2018;20180226
61350152;26.02.2018;20180226
61401131;26.02.2018;20180226
61236570;26.02.2018;20180226
61303617;26.02.2018;20180226
61100600;26.02.2018;20180226
61401443;26.02.2018;20180226
61402059;26.02.2018;20180226
61403243;26.02.2018;20180226
61300308;26.02.2018;20180226
61310139;26.02.2018;20180226
61303199;26.02.2018;20180226
61403583;26.02.2018;20180226
61402256;26.02.2018;20180226
61104441;26.02.2018;20180226
61402140;26.02.2018;20180226
61403008;26.02.2018;20180226
61304751;26.02.2018;20180226
61340017;26.02.2018;20180226
61120001;26.02.2018;20180226
61402967;26.02.2018;20180226
61101394;26.02.2018;20180226
61102093;26.02.2018;20180226
61340010;26.02.2018;20180226
61150083;26.02.2018;20180226
61102922;26.02.2018;20180226
61403291;26.02.2018;20180226
61102306;26.02.2018;20180226
61403827;27.02.2018;20180227
61170079;27.02.2018;20180227
61100527;27.02.2018;20180227
61100861;27.02.2018;20180227
61303441;27.02.2018;20180227
61401873;27.02.2018;20180227
61305902;27.02.2018;20180227
61101754;27.02.2018;20180227
61236754;27.02.2018;20180227
61210126;27.02.2018;20180227
61210072;27.02.2018;20180227
61100727;27.02.2018;20180227
61280101;27.02.2018;20180227
61303405;27.02.2018;20180227
61401281;27.02.2018;20180227
61402280;27.02.2018;20180227
61310033;27.02.2018;20180227
61102377;27.02.2018;20180227
61302997;27.02.2018;20180227
61290072;27.02.2018;20180227
61350238;27.02.2018;20180227
61236709;27.02.2018;20180227
61401392;27.02.2018;20180227
61302778;27.02.2018;20180227
61306215;27.02.2018;20180227
61401974;27.02.2018;20180227
61103186;27.02.2018;20180227
61102039;27.02.2018;20180227
61250031;27.02.2018;20180227
61403754;27.02.2018;20180227
61403444;27.02.2018;20180227
61306271;27.02.2018;20180227
61170309;27.02.2018;20180227
61403234;27.02.2018;20180227
61624098;27.02.2018;20180227
61236812;27.02.2018;20180227
61401458;27.02.2018;20180227
61250079;27.02.2018;20180227
61210178;27.02.2018;20180227
61308846;27.02.2018;20180227
61624051;27.02.2018;20180227
61270001;27.02.2018;20180227
61101035;27.02.2018;20180227
61402020;27.02.2018;20180227
61280066;27.02.2018;20180227
61303925;27.02.2018;20180227
61350004;27.02.2018;20180227
61103104;27.02.2018;20180227
61100358;27.02.2018;20180227
61101303;27.02.2018;20180227
61150048;27.02.2018;20180227
61403509;27.02.2018;20180227
61300263;27.02.2018;20180227
61403296;27.02.2018;20180227
61100909;27.02.2018;20180227
61401315;27.02.2018;20180227
61250046;27.02.2018;20180227
61102380;27.02.2018;20180227
61403822;27.02.2018;20180227
61103015;27.02.2018;20180227
61100709;27.02.2018;20180227
61618090;27.02.2018;20180227
61305607;27.02.2018;20180227
61305865;27.02.2018;20180227
61380070;27.02.2018;20180227
61403254;27.02.2018;20180227
61210346;27.02.2018;20180227
61401415;27.02.2018;20180227
61170006;27.02.2018;20180227
61103808;27.02.2018;20180227
61104012;27.02.2018;20180227
61302682;27.02.2018;20180227
61403080;27.02.2018;20180227
61624120;27.02.2018;20180227
61302371;27.02.2018;20180227
61180197;27.02.2018;20180227
61100604;27.02.2018;20180227
61303700;27.02.2018;20180227
61101186;27.02.2018;20180227
61403605;27.02.2018;20180227
61402427;27.02.2018;20180227
61104192;27.02.2018;20180227
61401853;27.02.2018;20180227
61210358;27.02.2018;20180227
61402027;27.02.2018;20180227
61350053;27.02.2018;20180227
61403826;28.02.2018;20180228
61103831;28.02.2018;20180228
61102982;28.02.2018;20180228
61305170;28.02.2018;20180228
61101754;28.02.2018;20180228
61121762;28.02.2018;20180228
61290010;28.02.2018;20180228
61210072;28.02.2018;20180228
61402212;28.02.2018;20180228
61120152;28.02.2018;20180228
61100779;28.02.2018;20180228
61302982;28.02.2018;20180228
61302943;28.02.2018;20180228
61210360;28.02.2018;20180228
61210109;28.02.2018;20180228
61102872;28.02.2018;20180228
61630145;28.02.2018;20180228
61403702;28.02.2018;20180228
61403450;28.02.2018;20180228
61403111;28.02.2018;20180228
61630236;28.02.2018;20180228
61240126;28.02.2018;20180228
61380077;28.02.2018;20180228
61230067;28.02.2018;20180228
61401588;28.02.2018;20180228
61630350;28.02.2018;20180228
61350139;28.02.2018;20180228
61302709;28.02.2018;20180228
61236672;28.02.2018;20180228
61300018;28.02.2018;20180228
61402524;28.02.2018;20180228
61302373;28.02.2018;20180228
61630137;28.02.2018;20180228
61403120;28.02.2018;20180228
61402404;28.02.2018;20180228
61402525;28.02.2018;20180228
61130006;28.02.2018;20180228
61100727;28.02.2018;20180228
61103247;28.02.2018;20180228
61403604;28.02.2018;20180228
61303664;28.02.2018;20180228
61401810;28.02.2018;20180228
61102441;28.02.2018;20180228
61403080;28.02.2018;20180228
61302910;28.02.2018;20180228
61302668;28.02.2018;20180228
61103905;28.02.2018;20180228
61280006;28.02.2018;20180228
61403288;28.02.2018;20180228
61104304;28.02.2018;20180228
61101845;28.02.2018;20180228
61340043;28.02.2018;20180228
61236647;01.03.2018;20180301
61102377;01.03.2018;20180301
61102405;01.03.2018;20180301
61305154;01.03.2018;20180301
61220054;01.03.2018;20180301
61401357;01.03.2018;20180301
61303310;01.03.2018;20180301
61302740;01.03.2018;20180301
61103473;01.03.2018;20180301
61403092;01.03.2018;20180301
61102890;01.03.2018;20180301
